Year,data.Geography,data.Age group,data.Sex,GeoCode,Value
2015,,,,,19.2
2016,,,,,19.0
2017,,,,,19.5
2018,,,,,19.1
2019,,,,,18.3
2020,,,,,16.6
2021,,,,,15.6
2015,data.Canada,"data.Total, 12 years and over",data.Males,,24.1
2015,data.Canada,"data.Total, 12 years and over",data.Females,,14.5
2015,data.Canada,data.12 to 17 years,data.Both sexes,,4.1
2015,data.Canada,data.12 to 17 years,data.Males,,4.5
2015,data.Canada,data.12 to 17 years,data.Females,,3.6
2015,data.Canada,data.18 to 34 years,data.Both sexes,,30.6
2015,data.Canada,data.18 to 34 years,data.Males,,36.2
2015,data.Canada,data.18 to 34 years,data.Females,,24.9
2015,data.Canada,data.35 to 49 years,data.Both sexes,,21.0
2015,data.Canada,data.35 to 49 years,data.Males,,27.0
2015,data.Canada,data.35 to 49 years,data.Females,,15.1
2015,data.Canada,data.50 to 64 years,data.Both sexes,,18.9
2015,data.Canada,data.50 to 64 years,data.Males,,23.8
2015,data.Canada,data.50 to 64 years,data.Females,,14.0
2015,data.Canada,data.65 years and over,data.Both sexes,,6.7
2015,data.Canada,data.65 years and over,data.Males,,9.8
2015,data.Canada,data.65 years and over,data.Females,,4.0
2015,data.Newfoundland and Labrador,"data.Total, 12 years and over",data.Both sexes,10,25.6
2015,data.Newfoundland and Labrador,"data.Total, 12 years and over",data.Males,10,36.4
2015,data.Newfoundland and Labrador,"data.Total, 12 years and over",data.Females,10,15.1
2015,data.Newfoundland and Labrador,data.12 to 17 years,data.Both sexes,10,
2015,data.Newfoundland and Labrador,data.12 to 17 years,data.Males,10,
2015,data.Newfoundland and Labrador,data.12 to 17 years,data.Females,10,
2015,data.Newfoundland and Labrador,data.18 to 34 years,data.Both sexes,10,40.0
2015,data.Newfoundland and Labrador,data.18 to 34 years,data.Males,10,48.6
2015,data.Newfoundland and Labrador,data.18 to 34 years,data.Females,10,31.2
2015,data.Newfoundland and Labrador,data.35 to 49 years,data.Both sexes,10,31.3
2015,data.Newfoundland and Labrador,data.35 to 49 years,data.Males,10,46.7
2015,data.Newfoundland and Labrador,data.35 to 49 years,data.Females,10,16.8
2015,data.Newfoundland and Labrador,data.50 to 64 years,data.Both sexes,10,22.9
2015,data.Newfoundland and Labrador,data.50 to 64 years,data.Males,10,35.1
2015,data.Newfoundland and Labrador,data.50 to 64 years,data.Females,10,11.0
2015,data.Newfoundland and Labrador,data.65 years and over,data.Both sexes,10,12.9
2015,data.Newfoundland and Labrador,data.65 years and over,data.Males,10,23.0
2015,data.Newfoundland and Labrador,data.65 years and over,data.Females,10,
2015,data.Prince Edward Island,"data.Total, 12 years and over",data.Both sexes,11,18.8
2015,data.Prince Edward Island,"data.Total, 12 years and over",data.Males,11,25.0
2015,data.Prince Edward Island,"data.Total, 12 years and over",data.Females,11,12.9
2015,data.Prince Edward Island,data.12 to 17 years,data.Both sexes,11,
2015,data.Prince Edward Island,data.12 to 17 years,data.Males,11,
2015,data.Prince Edward Island,data.12 to 17 years,data.Females,11,
2015,data.Prince Edward Island,data.18 to 34 years,data.Both sexes,11,31.4
2015,data.Prince Edward Island,data.18 to 34 years,data.Males,11,34.8
2015,data.Prince Edward Island,data.18 to 34 years,data.Females,11,28.2
2015,data.Prince Edward Island,data.35 to 49 years,data.Both sexes,11,23.2
2015,data.Prince Edward Island,data.35 to 49 years,data.Males,11,36.3
2015,data.Prince Edward Island,data.35 to 49 years,data.Females,11,10.9
2015,data.Prince Edward Island,data.50 to 64 years,data.Both sexes,11,17.1
2015,data.Prince Edward Island,data.50 to 64 years,data.Males,11,22.5
2015,data.Prince Edward Island,data.50 to 64 years,data.Females,11,11.9
2015,data.Prince Edward Island,data.65 years and over,data.Both sexes,11,6.6
2015,data.Prince Edward Island,data.65 years and over,data.Males,11,
2015,data.Prince Edward Island,data.65 years and over,data.Females,11,
2015,data.Nova Scotia,"data.Total, 12 years and over",data.Both sexes,12,20.6
2015,data.Nova Scotia,"data.Total, 12 years and over",data.Males,12,24.1
2015,data.Nova Scotia,"data.Total, 12 years and over",data.Females,12,17.3
2015,data.Nova Scotia,data.12 to 17 years,data.Both sexes,12,5.8
2015,data.Nova Scotia,data.12 to 17 years,data.Males,12,
2015,data.Nova Scotia,data.12 to 17 years,data.Females,12,
2015,data.Nova Scotia,data.18 to 34 years,data.Both sexes,12,31.1
2015,data.Nova Scotia,data.18 to 34 years,data.Males,12,35.1
2015,data.Nova Scotia,data.18 to 34 years,data.Females,12,27.0
2015,data.Nova Scotia,data.35 to 49 years,data.Both sexes,12,24.2
2015,data.Nova Scotia,data.35 to 49 years,data.Males,12,30.1
2015,data.Nova Scotia,data.35 to 49 years,data.Females,12,18.6
2015,data.Nova Scotia,data.50 to 64 years,data.Both sexes,12,23.2
2015,data.Nova Scotia,data.50 to 64 years,data.Males,12,24.2
2015,data.Nova Scotia,data.50 to 64 years,data.Females,12,22.4
2015,data.Nova Scotia,data.65 years and over,data.Both sexes,12,6.5
2015,data.Nova Scotia,data.65 years and over,data.Males,12,10.0
2015,data.Nova Scotia,data.65 years and over,data.Females,12,3.5
2015,data.New Brunswick,"data.Total, 12 years and over",data.Both sexes,13,17.5
2015,data.New Brunswick,"data.Total, 12 years and over",data.Males,13,23.0
