Year,Geography,GeoCode,Value
2018,,,895.7
2019,,,1180.4
2020,,,1546.1
2021,,,1699.4
2022,,,1906.8
2023,,,2089.3
2018,Newfoundland and Labrador,10,0.5
2018,Prince Edward Island,11,0.6
2018,Nova Scotia,12,7.0
2018,New Brunswick,13,11.7
2018,Quebec,24,131.5
2018,Ontario,35,276.8
2018,Manitoba,46,31.7
2018,Saskatchewan,47,33.1
2018,Alberta,48,313.7
2018,British Columbia,59,89.0
2018,Yukon,60,0.0
2019,Newfoundland and Labrador,10,9.0
2019,Prince Edward Island,11,2.2
2019,Quebec,24,130.5
2019,Ontario,35,510.4
2019,Manitoba,46,34.7
2019,Saskatchewan,47,76.5
2019,Alberta,48,226.2
2019,British Columbia,59,154.9
2019,Yukon,60,0.4
2019,Northwest Territories,61,0.4
2019,Nunavut,62,0.2
2020,Prince Edward Island,11,3.3
2020,Quebec,24,140.2
2020,Ontario,35,791.3
2020,Manitoba,46,54.5
2020,Alberta,48,254.1
2020,British Columbia,59,191.7
2020,Yukon,60,0.2
2020,Nunavut,62,0.7
2021,Newfoundland and Labrador,10,8.6
2021,Prince Edward Island,11,5.4
2021,Nova Scotia,12,39.9
2021,New Brunswick,13,11.6
2021,Quebec,24,86.2
2021,Ontario,35,907.6
2021,Manitoba,46,70.2
2021,Alberta,48,380.5
2021,Yukon,60,1.3
2021,Northwest Territories,61,0.2
2021,Nunavut,62,0.2
2022,Prince Edward Island,11,5.1
2022,New Brunswick,13,8.5
2022,Quebec,24,85.0
2022,Ontario,35,1007.6
2022,Manitoba,46,57.4
2022,Saskatchewan,47,22.4
2022,Alberta,48,504.2
2022,British Columbia,59,161.5
2022,Northwest Territories,61,0.0
2023,Newfoundland and Labrador,10,8.4
2023,New Brunswick,13,28.9
2023,Ontario,35,1073.2
2023,Manitoba,46,94.7
2023,Saskatchewan,47,43.1
2023,Alberta,48,533.0
2023,British Columbia,59,230.2
