Year,data.Geography,data.Type of materials diverted,data.Sources of materials prepared for recycling,GeoCode,Value
2020,data.Nova Scotia,data.Textiles,data.Non-residential sources of diverted materials,12,
2020,data.Nova Scotia,data.Tires,data.All sources of diverted materials,12,15.05259802
2020,data.Nova Scotia,data.Tires,data.Residential sources of diverted materials,12,
2020,data.Nova Scotia,data.Tires,data.Non-residential sources of diverted materials,12,
2020,data.Nova Scotia,"data.Construction, renovation and demolition",data.All sources of diverted materials,12,47.07081964
2020,data.Nova Scotia,"data.Construction, renovation and demolition",data.Residential sources of diverted materials,12,
2020,data.Nova Scotia,"data.Construction, renovation and demolition",data.Non-residential sources of diverted materials,12,
2020,data.Nova Scotia,data.Organics,data.All sources of diverted materials,12,141.8440222
2020,data.Nova Scotia,data.Organics,data.Residential sources of diverted materials,12,89.08403968
2020,data.Nova Scotia,data.Organics,data.Non-residential sources of diverted materials,12,52.76100117
2020,data.Nova Scotia,data.Other materials,data.All sources of diverted materials,12,
2020,data.Nova Scotia,data.Other materials,data.Residential sources of diverted materials,12,
2020,data.Nova Scotia,data.Other materials,data.Non-residential sources of diverted materials,12,
2020,data.New Brunswick,data.All materials diverted,data.All sources of diverted materials,13,212.2348007
2020,data.New Brunswick,data.All materials diverted,data.Residential sources of diverted materials,13,
2020,data.New Brunswick,data.All materials diverted,data.Non-residential sources of diverted materials,13,
2020,data.New Brunswick,data.All paper fibres,data.All sources of diverted materials,13,45.31696203
2020,data.New Brunswick,data.All paper fibres,data.Residential sources of diverted materials,13,23.14060353
2020,data.New Brunswick,data.All paper fibres,data.Non-residential sources of diverted materials,13,22.1763585
2020,data.New Brunswick,data.Glass,data.All sources of diverted materials,13,
2020,data.New Brunswick,data.Glass,data.Residential sources of diverted materials,13,
2020,data.New Brunswick,data.Glass,data.Non-residential sources of diverted materials,13,
2020,data.New Brunswick,data.Ferrous metals,data.All sources of diverted materials,13,2.154544851
2020,data.New Brunswick,data.Ferrous metals,data.Residential sources of diverted materials,13,
2020,data.New Brunswick,data.Ferrous metals,data.Non-residential sources of diverted materials,13,
2020,data.New Brunswick,data.Copper and aluminum,data.All sources of diverted materials,13,
2020,data.New Brunswick,data.Copper and aluminum,data.Residential sources of diverted materials,13,
2020,data.New Brunswick,data.Copper and aluminum,data.Non-residential sources of diverted materials,13,
2020,data.New Brunswick,data.Mixed metals,data.All sources of diverted materials,13,1.191576968
2020,data.New Brunswick,data.Mixed metals,data.Residential sources of diverted materials,13,
2020,data.New Brunswick,data.Mixed metals,data.Non-residential sources of diverted materials,13,
2020,data.New Brunswick,data.White goods,data.All sources of diverted materials,13,
2020,data.New Brunswick,data.White goods,data.Residential sources of diverted materials,13,
2020,data.New Brunswick,data.White goods,data.Non-residential sources of diverted materials,13,
2020,data.New Brunswick,data.Electronics,data.All sources of diverted materials,13,1.201794134
2020,data.New Brunswick,data.Electronics,data.Residential sources of diverted materials,13,
2020,data.New Brunswick,data.Electronics,data.Non-residential sources of diverted materials,13,
2020,data.New Brunswick,data.Plastics,data.All sources of diverted materials,13,7.153293248
2020,data.New Brunswick,data.Plastics,data.Residential sources of diverted materials,13,
2020,data.New Brunswick,data.Plastics,data.Non-residential sources of diverted materials,13,
2020,data.New Brunswick,data.Gable top and aseptic containers,data.All sources of diverted materials,13,0.598981349
2020,data.New Brunswick,data.Gable top and aseptic containers,data.Residential sources of diverted materials,13,
2020,data.New Brunswick,data.Gable top and aseptic containers,data.Non-residential sources of diverted materials,13,
2020,data.New Brunswick,data.Textiles,data.All sources of diverted materials,13,0.0
2020,data.New Brunswick,data.Textiles,data.Residential sources of diverted materials,13,0.0
2020,data.New Brunswick,data.Textiles,data.Non-residential sources of diverted materials,13,0.0
2020,data.New Brunswick,data.Tires,data.All sources of diverted materials,13,15.14183981
2020,data.New Brunswick,data.Tires,data.Residential sources of diverted materials,13,
2020,data.New Brunswick,data.Tires,data.Non-residential sources of diverted materials,13,
2020,data.New Brunswick,"data.Construction, renovation and demolition",data.All sources of diverted materials,13,13.77273958
2020,data.New Brunswick,"data.Construction, renovation and demolition",data.Residential sources of diverted materials,13,3.876137298
2020,data.New Brunswick,"data.Construction, renovation and demolition",data.Non-residential sources of diverted materials,13,9.896602281
2020,data.New Brunswick,data.Organics,data.All sources of diverted materials,13,108.5088557
2020,data.New Brunswick,data.Organics,data.Residential sources of diverted materials,13,34.22495134
2020,data.New Brunswick,data.Organics,data.Non-residential sources of diverted materials,13,74.28390439
2020,data.New Brunswick,data.Other materials,data.All sources of diverted materials,13,8.541550659
2020,data.New Brunswick,data.Other materials,data.Residential sources of diverted materials,13,8.541550659
2020,data.New Brunswick,data.Other materials,data.Non-residential sources of diverted materials,13,0.0
2020,data.Quebec,data.All materials diverted,data.All sources of diverted materials,24,305.0081064
2020,data.Quebec,data.All materials diverted,data.Residential sources of diverted materials,24,
2020,data.Quebec,data.All materials diverted,data.Non-residential sources of diverted materials,24,
2020,data.Quebec,data.All paper fibres,data.All sources of diverted materials,24,122.4817075
2020,data.Quebec,data.All paper fibres,data.Residential sources of diverted materials,24,59.55766828
2020,data.Quebec,data.All paper fibres,data.Non-residential sources of diverted materials,24,62.9240392
2020,data.Quebec,data.Glass,data.All sources of diverted materials,24,9.781504198
2020,data.Quebec,data.Glass,data.Residential sources of diverted materials,24,6.284895113
2020,data.Quebec,data.Glass,data.Non-residential sources of diverted materials,24,3.496609086
2020,data.Quebec,data.Ferrous metals,data.All sources of diverted materials,24,45.02008081
2020,data.Quebec,data.Ferrous metals,data.Residential sources of diverted materials,24,4.248655789
2020,data.Quebec,data.Ferrous metals,data.Non-residential sources of diverted materials,24,40.77142502
2020,data.Quebec,data.Copper and aluminum,data.All sources of diverted materials,24,0.260243138
2020,data.Quebec,data.Copper and aluminum,data.Residential sources of diverted materials,24,0.0
2020,data.Quebec,data.Copper and aluminum,data.Non-residential sources of diverted materials,24,0.260243138
2020,data.Quebec,data.Mixed metals,data.All sources of diverted materials,24,0.232143409
2020,data.Quebec,data.Mixed metals,data.Residential sources of diverted materials,24,0.0
2020,data.Quebec,data.Mixed metals,data.Non-residential sources of diverted materials,24,0.232143409
2020,data.Quebec,data.White goods,data.All sources of diverted materials,24,0.0
2020,data.Quebec,data.White goods,data.Residential sources of diverted materials,24,0.0
2020,data.Quebec,data.White goods,data.Non-residential sources of diverted materials,24,0.0
2020,data.Quebec,data.Electronics,data.All sources of diverted materials,24,2.03763848
2020,data.Quebec,data.Electronics,data.Residential sources of diverted materials,24,
2020,data.Quebec,data.Electronics,data.Non-residential sources of diverted materials,24,
2020,data.Quebec,data.Plastics,data.All sources of diverted materials,24,13.16443181
2020,data.Quebec,data.Plastics,data.Residential sources of diverted materials,24,6.762590515
2020,data.Quebec,data.Plastics,data.Non-residential sources of diverted materials,24,6.40184129
2020,data.Quebec,data.Gable top and aseptic containers,data.All sources of diverted materials,24,0.0
2020,data.Quebec,data.Gable top and aseptic containers,data.Residential sources of diverted materials,24,0.0
2020,data.Quebec,data.Gable top and aseptic containers,data.Non-residential sources of diverted materials,24,0.0
2020,data.Quebec,data.Textiles,data.All sources of diverted materials,24,6.777631449
2020,data.Quebec,data.Textiles,data.Residential sources of diverted materials,24,6.777631449
2020,data.Quebec,data.Textiles,data.Non-residential sources of diverted materials,24,0.0
2020,data.Quebec,data.Tires,data.All sources of diverted materials,24,10.95726218
2020,data.Quebec,data.Tires,data.Residential sources of diverted materials,24,
2020,data.Quebec,data.Tires,data.Non-residential sources of diverted materials,24,
2020,data.Quebec,"data.Construction, renovation and demolition",data.All sources of diverted materials,24,31.24783204
2020,data.Quebec,"data.Construction, renovation and demolition",data.Residential sources of diverted materials,24,0.0
2020,data.Quebec,"data.Construction, renovation and demolition",data.Non-residential sources of diverted materials,24,31.24783204
2020,data.Quebec,data.Organics,data.All sources of diverted materials,24,63.04763137
2020,data.Quebec,data.Organics,data.Residential sources of diverted materials,24,58.00285545
2020,data.Quebec,data.Organics,data.Non-residential sources of diverted materials,24,5.044775928
2020,data.Quebec,data.Other materials,data.All sources of diverted materials,24,0.0
2020,data.Quebec,data.Other materials,data.Residential sources of diverted materials,24,0.0
2020,data.Quebec,data.Other materials,data.Non-residential sources of diverted materials,24,0.0
2020,data.Ontario,data.All materials diverted,data.All sources of diverted materials,35,235.3255346
2020,data.Ontario,data.All materials diverted,data.Residential sources of diverted materials,35,
2020,data.Ontario,data.All materials diverted,data.Non-residential sources of diverted materials,35,
2020,data.Ontario,data.All paper fibres,data.All sources of diverted materials,35,90.90975146
2020,data.Ontario,data.All paper fibres,data.Residential sources of diverted materials,35,43.24521585
2020,data.Ontario,data.All paper fibres,data.Non-residential sources of diverted materials,35,47.66453561
2020,data.Ontario,data.Glass,data.All sources of diverted materials,35,8.717425521
2020,data.Ontario,data.Glass,data.Residential sources of diverted materials,35,5.956055206
2020,data.Ontario,data.Glass,data.Non-residential sources of diverted materials,35,2.761370314
2020,data.Ontario,data.Ferrous metals,data.All sources of diverted materials,35,8.183472767
2020,data.Ontario,data.Ferrous metals,data.Residential sources of diverted materials,35,3.833553963
2020,data.Ontario,data.Ferrous metals,data.Non-residential sources of diverted materials,35,4.349918804
2020,data.Ontario,data.Copper and aluminum,data.All sources of diverted materials,35,1.473446121
2020,data.Ontario,data.Copper and aluminum,data.Residential sources of diverted materials,35,1.066615275
2020,data.Ontario,data.Copper and aluminum,data.Non-residential sources of diverted materials,35,0.406830847
2020,data.Ontario,data.Mixed metals,data.All sources of diverted materials,35,2.623790729
2020,data.Ontario,data.Mixed metals,data.Residential sources of diverted materials,35,1.4839038
2020,data.Ontario,data.Mixed metals,data.Non-residential sources of diverted materials,35,1.139954836
2020,data.Ontario,data.White goods,data.All sources of diverted materials,35,0.84204682
2020,data.Ontario,data.White goods,data.Residential sources of diverted materials,35,0.616663482
2020,data.Ontario,data.White goods,data.Non-residential sources of diverted materials,35,0.225383338
2020,data.Ontario,data.Electronics,data.All sources of diverted materials,35,3.116659747
2020,data.Ontario,data.Electronics,data.Residential sources of diverted materials,35,
2020,data.Ontario,data.Electronics,data.Non-residential sources of diverted materials,35,
2020,data.Ontario,data.Plastics,data.All sources of diverted materials,35,8.143475543
2020,data.Ontario,data.Plastics,data.Residential sources of diverted materials,35,6.127384571
2020,data.Ontario,data.Plastics,data.Non-residential sources of diverted materials,35,2.016090971
2020,data.Ontario,data.Gable top and aseptic containers,data.All sources of diverted materials,35,0.498573206
2020,data.Ontario,data.Gable top and aseptic containers,data.Residential sources of diverted materials,35,0.395354564
2020,data.Ontario,data.Gable top and aseptic containers,data.Non-residential sources of diverted materials,35,0.103218642
2020,data.Ontario,data.Textiles,data.All sources of diverted materials,35,0.179410298
2020,data.Ontario,data.Textiles,data.Residential sources of diverted materials,35,0.177508902
2020,data.Ontario,data.Textiles,data.Non-residential sources of diverted materials,35,0.001901396
2020,data.Ontario,data.Tires,data.All sources of diverted materials,35,8.283024431
2020,data.Ontario,data.Tires,data.Residential sources of diverted materials,35,
2020,data.Ontario,data.Tires,data.Non-residential sources of diverted materials,35,
2020,data.Ontario,"data.Construction, renovation and demolition",data.All sources of diverted materials,35,11.19684596
2020,data.Ontario,"data.Construction, renovation and demolition",data.Residential sources of diverted materials,35,6.019751974
2020,data.Ontario,"data.Construction, renovation and demolition",data.Non-residential sources of diverted materials,35,5.17709399
2020,data.Ontario,data.Organics,data.All sources of diverted materials,35,88.94316469
2020,data.Ontario,data.Organics,data.Residential sources of diverted materials,35,77.5093912
2020,data.Ontario,data.Organics,data.Non-residential sources of diverted materials,35,11.43377349
2020,data.Ontario,data.Other materials,data.All sources of diverted materials,35,2.214379416
2020,data.Ontario,data.Other materials,data.Residential sources of diverted materials,35,1.511406135
2020,data.Ontario,data.Other materials,data.Non-residential sources of diverted materials,35,0.702973281
2020,data.Manitoba,data.All materials diverted,data.All sources of diverted materials,46,160.1615493
2020,data.Manitoba,data.All materials diverted,data.Residential sources of diverted materials,46,
2020,data.Manitoba,data.All materials diverted,data.Non-residential sources of diverted materials,46,
2020,data.Manitoba,data.All paper fibres,data.All sources of diverted materials,46,59.68455411
2020,data.Manitoba,data.All paper fibres,data.Residential sources of diverted materials,46,28.5298517
2020,data.Manitoba,data.All paper fibres,data.Non-residential sources of diverted materials,46,31.15470241
2020,data.Manitoba,data.Glass,data.All sources of diverted materials,46,7.279576313
2020,data.Manitoba,data.Glass,data.Residential sources of diverted materials,46,5.398988903
2020,data.Manitoba,data.Glass,data.Non-residential sources of diverted materials,46,1.88058741
2020,data.Manitoba,data.Ferrous metals,data.All sources of diverted materials,46,15.49111232
2020,data.Manitoba,data.Ferrous metals,data.Residential sources of diverted materials,46,2.135680577
2020,data.Manitoba,data.Ferrous metals,data.Non-residential sources of diverted materials,46,13.35543175
2020,data.Manitoba,data.Copper and aluminum,data.All sources of diverted materials,46,2.955312315
2020,data.Manitoba,data.Copper and aluminum,data.Residential sources of diverted materials,46,1.418231045
2020,data.Manitoba,data.Copper and aluminum,data.Non-residential sources of diverted materials,46,1.53708127
2020,data.Manitoba,data.Mixed metals,data.All sources of diverted materials,46,3.379259766
2020,data.Manitoba,data.Mixed metals,data.Residential sources of diverted materials,46,
2020,data.Manitoba,data.Mixed metals,data.Non-residential sources of diverted materials,46,
2020,data.Manitoba,data.White goods,data.All sources of diverted materials,46,2.264676553
2020,data.Manitoba,data.White goods,data.Residential sources of diverted materials,46,
2020,data.Manitoba,data.White goods,data.Non-residential sources of diverted materials,46,
2020,data.Manitoba,data.Electronics,data.All sources of diverted materials,46,2.017555048
2020,data.Manitoba,data.Electronics,data.Residential sources of diverted materials,46,
2020,data.Manitoba,data.Electronics,data.Non-residential sources of diverted materials,46,
2020,data.Manitoba,data.Plastics,data.All sources of diverted materials,46,5.786701529
2020,data.Manitoba,data.Plastics,data.Residential sources of diverted materials,46,4.191644539
2020,data.Manitoba,data.Plastics,data.Non-residential sources of diverted materials,46,1.59505699
2020,data.Manitoba,data.Gable top and aseptic containers,data.All sources of diverted materials,46,0.998631773
2020,data.Manitoba,data.Gable top and aseptic containers,data.Residential sources of diverted materials,46,
2020,data.Manitoba,data.Gable top and aseptic containers,data.Non-residential sources of diverted materials,46,
2020,data.Manitoba,data.Textiles,data.All sources of diverted materials,46,0.0
2020,data.Manitoba,data.Textiles,data.Residential sources of diverted materials,46,0.0
2020,data.Manitoba,data.Textiles,data.Non-residential sources of diverted materials,46,0.0
2020,data.Manitoba,data.Tires,data.All sources of diverted materials,46,12.89814826
2020,data.Manitoba,data.Tires,data.Residential sources of diverted materials,46,
2020,data.Manitoba,data.Tires,data.Non-residential sources of diverted materials,46,
2020,data.Manitoba,"data.Construction, renovation and demolition",data.All sources of diverted materials,46,1.514615679
2020,data.Manitoba,"data.Construction, renovation and demolition",data.Residential sources of diverted materials,46,
2020,data.Manitoba,"data.Construction, renovation and demolition",data.Non-residential sources of diverted materials,46,
2020,data.Manitoba,data.Organics,data.All sources of diverted materials,46,41.17290679
2020,data.Manitoba,data.Organics,data.Residential sources of diverted materials,46,26.06515891
2020,data.Manitoba,data.Organics,data.Non-residential sources of diverted materials,46,15.10774788
2020,data.Manitoba,data.Other materials,data.All sources of diverted materials,46,4.719223589
2020,data.Manitoba,data.Other materials,data.Residential sources of diverted materials,46,3.051696949
2020,data.Manitoba,data.Other materials,data.Non-residential sources of diverted materials,46,1.66752664
2020,data.Saskatchewan,data.All materials diverted,data.All sources of diverted materials,47,171.7986163
2020,data.Saskatchewan,data.All materials diverted,data.Residential sources of diverted materials,47,
2020,data.Saskatchewan,data.All materials diverted,data.Non-residential sources of diverted materials,47,
2020,data.Saskatchewan,data.All paper fibres,data.All sources of diverted materials,47,40.57559524
2020,data.Saskatchewan,data.All paper fibres,data.Residential sources of diverted materials,47,29.88119311
2020,data.Saskatchewan,data.All paper fibres,data.Non-residential sources of diverted materials,47,10.69440213
2020,data.Saskatchewan,data.Glass,data.All sources of diverted materials,47,
2020,data.Saskatchewan,data.Glass,data.Residential sources of diverted materials,47,
2020,data.Saskatchewan,data.Glass,data.Non-residential sources of diverted materials,47,
2020,data.Saskatchewan,data.Ferrous metals,data.All sources of diverted materials,47,31.12942492
2020,data.Saskatchewan,data.Ferrous metals,data.Residential sources of diverted materials,47,3.730269918
2020,data.Saskatchewan,data.Ferrous metals,data.Non-residential sources of diverted materials,47,27.399155
2020,data.Saskatchewan,data.Copper and aluminum,data.All sources of diverted materials,47,6.018836336
2020,data.Saskatchewan,data.Copper and aluminum,data.Residential sources of diverted materials,47,
2020,data.Saskatchewan,data.Copper and aluminum,data.Non-residential sources of diverted materials,47,
2020,data.Saskatchewan,data.Mixed metals,data.All sources of diverted materials,47,1.227866372
2020,data.Saskatchewan,data.Mixed metals,data.Residential sources of diverted materials,47,0.905413558
2020,data.Saskatchewan,data.Mixed metals,data.Non-residential sources of diverted materials,47,0.322452814
2020,data.Saskatchewan,data.White goods,data.All sources of diverted materials,47,1.232957732
2020,data.Saskatchewan,data.White goods,data.Residential sources of diverted materials,47,
2020,data.Saskatchewan,data.White goods,data.Non-residential sources of diverted materials,47,
2020,data.Saskatchewan,data.Electronics,data.All sources of diverted materials,47,1.449340542
2020,data.Saskatchewan,data.Electronics,data.Residential sources of diverted materials,47,
2020,data.Saskatchewan,data.Electronics,data.Non-residential sources of diverted materials,47,
2020,data.Saskatchewan,data.Plastics,data.All sources of diverted materials,47,5.663289681
2020,data.Saskatchewan,data.Plastics,data.Residential sources of diverted materials,47,5.320471426
2020,data.Saskatchewan,data.Plastics,data.Non-residential sources of diverted materials,47,0.343666815
2020,data.Saskatchewan,data.Gable top and aseptic containers,data.All sources of diverted materials,47,
2020,data.Saskatchewan,data.Gable top and aseptic containers,data.Residential sources of diverted materials,47,
2020,data.Saskatchewan,data.Gable top and aseptic containers,data.Non-residential sources of diverted materials,47,
2020,data.Saskatchewan,data.Textiles,data.All sources of diverted materials,47,0.0
2020,data.Saskatchewan,data.Textiles,data.Residential sources of diverted materials,47,0.0
2020,data.Saskatchewan,data.Textiles,data.Non-residential sources of diverted materials,47,0.0
2020,data.Saskatchewan,data.Tires,data.All sources of diverted materials,47,36.73416396
2020,data.Saskatchewan,data.Tires,data.Residential sources of diverted materials,47,
2020,data.Saskatchewan,data.Tires,data.Non-residential sources of diverted materials,47,
2020,data.Saskatchewan,"data.Construction, renovation and demolition",data.All sources of diverted materials,47,
2020,data.Saskatchewan,"data.Construction, renovation and demolition",data.Residential sources of diverted materials,47,
2020,data.Saskatchewan,"data.Construction, renovation and demolition",data.Non-residential sources of diverted materials,47,
2020,data.Saskatchewan,data.Organics,data.All sources of diverted materials,47,34.40995802
2020,data.Saskatchewan,data.Organics,data.Residential sources of diverted materials,47,29.50528101
2020,data.Saskatchewan,data.Organics,data.Non-residential sources of diverted materials,47,4.904677008
2020,data.Saskatchewan,data.Other materials,data.All sources of diverted materials,47,
2020,data.Saskatchewan,data.Other materials,data.Residential sources of diverted materials,47,
2020,data.Saskatchewan,data.Other materials,data.Non-residential sources of diverted materials,47,
2020,data.Alberta,data.All materials diverted,data.All sources of diverted materials,48,214.7299715
2020,data.Alberta,data.All materials diverted,data.Residential sources of diverted materials,48,
2020,data.Alberta,data.All materials diverted,data.Non-residential sources of diverted materials,48,
2020,data.Alberta,data.All paper fibres,data.All sources of diverted materials,48,60.97903358
2020,data.Alberta,data.All paper fibres,data.Residential sources of diverted materials,48,11.17037631
2020,data.Alberta,data.All paper fibres,data.Non-residential sources of diverted materials,48,49.80865727
2020,data.Alberta,data.Glass,data.All sources of diverted materials,48,14.37119539
2020,data.Alberta,data.Glass,data.Residential sources of diverted materials,48,11.21339503
2020,data.Alberta,data.Glass,data.Non-residential sources of diverted materials,48,3.157800358
2020,data.Alberta,data.Ferrous metals,data.All sources of diverted materials,48,12.39844752
2020,data.Alberta,data.Ferrous metals,data.Residential sources of diverted materials,48,0.617431819
2020,data.Alberta,data.Ferrous metals,data.Non-residential sources of diverted materials,48,11.78124212
2020,data.Alberta,data.Copper and aluminum,data.All sources of diverted materials,48,4.497946649
2020,data.Alberta,data.Copper and aluminum,data.Residential sources of diverted materials,48,3.530025481
2020,data.Alberta,data.Copper and aluminum,data.Non-residential sources of diverted materials,48,0.967921168
2020,data.Alberta,data.Mixed metals,data.All sources of diverted materials,48,4.310022773
2020,data.Alberta,data.Mixed metals,data.Residential sources of diverted materials,48,1.424145999
2020,data.Alberta,data.Mixed metals,data.Non-residential sources of diverted materials,48,2.885650359
2020,data.Alberta,data.White goods,data.All sources of diverted materials,48,3.295913086
2020,data.Alberta,data.White goods,data.Residential sources of diverted materials,48,2.46791596
2020,data.Alberta,data.White goods,data.Non-residential sources of diverted materials,48,0.827770711
2020,data.Alberta,data.Electronics,data.All sources of diverted materials,48,1.947163051
2020,data.Alberta,data.Electronics,data.Residential sources of diverted materials,48,
2020,data.Alberta,data.Electronics,data.Non-residential sources of diverted materials,48,
2020,data.Alberta,data.Plastics,data.All sources of diverted materials,48,8.93453502
2020,data.Alberta,data.Plastics,data.Residential sources of diverted materials,48,5.879753172
2020,data.Alberta,data.Plastics,data.Non-residential sources of diverted materials,48,3.054781848
2020,data.Alberta,data.Gable top and aseptic containers,data.All sources of diverted materials,48,
2020,data.Alberta,data.Gable top and aseptic containers,data.Residential sources of diverted materials,48,
2020,data.Alberta,data.Gable top and aseptic containers,data.Non-residential sources of diverted materials,48,
2020,data.Alberta,data.Textiles,data.All sources of diverted materials,48,
2020,data.Alberta,data.Textiles,data.Residential sources of diverted materials,48,
2020,data.Alberta,data.Textiles,data.Non-residential sources of diverted materials,48,
2020,data.Alberta,data.Tires,data.All sources of diverted materials,48,15.04772134
2020,data.Alberta,data.Tires,data.Residential sources of diverted materials,48,
2020,data.Alberta,data.Tires,data.Non-residential sources of diverted materials,48,
2020,data.Alberta,"data.Construction, renovation and demolition",data.All sources of diverted materials,48,16.27556614
2020,data.Alberta,"data.Construction, renovation and demolition",data.Residential sources of diverted materials,48,2.449349987
2020,data.Alberta,"data.Construction, renovation and demolition",data.Non-residential sources of diverted materials,48,13.82621615
2020,data.Alberta,data.Organics,data.All sources of diverted materials,48,70.32949169
2020,data.Alberta,data.Organics,data.Residential sources of diverted materials,48,51.55725497
2020,data.Alberta,data.Organics,data.Non-residential sources of diverted materials,48,18.77223672
2020,data.Alberta,data.Other materials,data.All sources of diverted materials,48,1.153354486
2020,data.Alberta,data.Other materials,data.Residential sources of diverted materials,48,0.383772253
2020,data.Alberta,data.Other materials,data.Non-residential sources of diverted materials,48,0.769582234
2020,data.British Columbia,data.All materials diverted,data.All sources of diverted materials,59,357.9662089
2020,data.British Columbia,data.All materials diverted,data.Residential sources of diverted materials,59,
2020,data.British Columbia,data.All materials diverted,data.Non-residential sources of diverted materials,59,
2020,data.British Columbia,data.All paper fibres,data.All sources of diverted materials,59,108.6809317
2020,data.British Columbia,data.All paper fibres,data.Residential sources of diverted materials,59,37.43966389
2020,data.British Columbia,data.All paper fibres,data.Non-residential sources of diverted materials,59,71.24126781
2020,data.British Columbia,data.Glass,data.All sources of diverted materials,59,22.29097303
2020,data.British Columbia,data.Glass,data.Residential sources of diverted materials,59,16.85347382
2020,data.British Columbia,data.Glass,data.Non-residential sources of diverted materials,59,5.437499212
2020,data.British Columbia,data.Ferrous metals,data.All sources of diverted materials,59,15.37640905
2020,data.British Columbia,data.Ferrous metals,data.Residential sources of diverted materials,59,2.236836618
2020,data.British Columbia,data.Ferrous metals,data.Non-residential sources of diverted materials,59,13.13957244
2020,data.British Columbia,data.Copper and aluminum,data.All sources of diverted materials,59,3.31452169
2020,data.British Columbia,data.Copper and aluminum,data.Residential sources of diverted materials,59,1.141888412
2020,data.British Columbia,data.Copper and aluminum,data.Non-residential sources of diverted materials,59,2.17243931
2020,data.British Columbia,data.Mixed metals,data.All sources of diverted materials,59,11.72845672
2020,data.British Columbia,data.Mixed metals,data.Residential sources of diverted materials,59,4.94229943
2020,data.British Columbia,data.Mixed metals,data.Non-residential sources of diverted materials,59,6.785963327
2020,data.British Columbia,data.White goods,data.All sources of diverted materials,59,4.468630073
2020,data.British Columbia,data.White goods,data.Residential sources of diverted materials,59,2.890314121
2020,data.British Columbia,data.White goods,data.Non-residential sources of diverted materials,59,1.578315952
2020,data.British Columbia,data.Electronics,data.All sources of diverted materials,59,2.701583456
2020,data.British Columbia,data.Electronics,data.Residential sources of diverted materials,59,
2020,data.British Columbia,data.Electronics,data.Non-residential sources of diverted materials,59,
2020,data.British Columbia,data.Plastics,data.All sources of diverted materials,59,11.5003506
2020,data.British Columbia,data.Plastics,data.Residential sources of diverted materials,59,7.423147535
2020,data.British Columbia,data.Plastics,data.Non-residential sources of diverted materials,59,4.077203062
2020,data.British Columbia,data.Gable top and aseptic containers,data.All sources of diverted materials,59,0.393560657
2020,data.British Columbia,data.Gable top and aseptic containers,data.Residential sources of diverted materials,59,0.347978225
2020,data.British Columbia,data.Gable top and aseptic containers,data.Non-residential sources of diverted materials,59,0.045388464
2020,data.British Columbia,data.Textiles,data.All sources of diverted materials,59,0.117544484
2020,data.British Columbia,data.Textiles,data.Residential sources of diverted materials,59,0.117544484
2020,data.British Columbia,data.Textiles,data.Non-residential sources of diverted materials,59,0.0
2020,data.British Columbia,data.Tires,data.All sources of diverted materials,59,9.74998521
2020,data.British Columbia,data.Tires,data.Residential sources of diverted materials,59,
2020,data.British Columbia,data.Tires,data.Non-residential sources of diverted materials,59,
2020,data.British Columbia,"data.Construction, renovation and demolition",data.All sources of diverted materials,59,33.29263242
2020,data.British Columbia,"data.Construction, renovation and demolition",data.Residential sources of diverted materials,59,3.221611116
2020,data.British Columbia,"data.Construction, renovation and demolition",data.Non-residential sources of diverted materials,59,30.07102131
2020,data.British Columbia,data.Organics,data.All sources of diverted materials,59,124.718577
2020,data.British Columbia,data.Organics,data.Residential sources of diverted materials,59,85.18212121
2020,data.British Columbia,data.Organics,data.Non-residential sources of diverted materials,59,39.53645576
2020,data.British Columbia,data.Other materials,data.All sources of diverted materials,59,9.632246758
2020,data.British Columbia,data.Other materials,data.Residential sources of diverted materials,59,8.370680216
2020,data.British Columbia,data.Other materials,data.Non-residential sources of diverted materials,59,1.261372574
2020,data.Territories,data.All materials diverted,data.All sources of diverted materials,,227.5275133
2020,data.Territories,data.All materials diverted,data.Residential sources of diverted materials,,
2020,data.Territories,data.All materials diverted,data.Non-residential sources of diverted materials,,
2020,data.Territories,data.All paper fibres,data.All sources of diverted materials,,42.4581182
2020,data.Territories,data.All paper fibres,data.Residential sources of diverted materials,,16.95798399
2020,data.Territories,data.All paper fibres,data.Non-residential sources of diverted materials,,25.50013421
2020,data.Territories,data.Glass,data.All sources of diverted materials,,2.384223075
2020,data.Territories,data.Glass,data.Residential sources of diverted materials,,1.650008684
2020,data.Territories,data.Glass,data.Non-residential sources of diverted materials,,0.734214391
2020,data.Territories,data.Ferrous metals,data.All sources of diverted materials,,64.6740246
2020,data.Territories,data.Ferrous metals,data.Residential sources of diverted materials,,21.03168964
2020,data.Territories,data.Ferrous metals,data.Non-residential sources of diverted materials,,43.64233496
2020,data.Territories,data.Copper and aluminum,data.All sources of diverted materials,,
2020,data.Territories,data.Copper and aluminum,data.Residential sources of diverted materials,,
2020,data.Territories,data.Copper and aluminum,data.Non-residential sources of diverted materials,,
2020,data.Territories,data.Mixed metals,data.All sources of diverted materials,,
2020,data.Territories,data.Mixed metals,data.Residential sources of diverted materials,,
2020,data.Territories,data.Mixed metals,data.Non-residential sources of diverted materials,,
2020,data.Territories,data.White goods,data.All sources of diverted materials,,1.492113116
2020,data.Territories,data.White goods,data.Residential sources of diverted materials,,
2020,data.Territories,data.White goods,data.Non-residential sources of diverted materials,,
2020,data.Territories,data.Electronics,data.All sources of diverted materials,,1.689482576
