Year,data.Geography,data.Violations,GeoCode,Value
2020,data.Saskatchewan [47],"data.Sexual assault, level 2, weapon or bodily harm [1320]",,1.87
2020,data.Saskatchewan [47],"data.Sexual assault, level 1 [1330]",,111.68
2020,data.Saskatchewan [47],data.Total sexual violations against children [130],,50.37
2020,data.Saskatchewan [47],"data.Assault, level 3, aggravated [1410]",,41.47
2020,data.Saskatchewan [47],"data.Assault, level 2, weapon or bodily harm [1420]",,427.54
2020,data.Saskatchewan [47],"data.Assault, level 1 [1430]",,946.32
2020,data.Saskatchewan [47],data.Total robbery [160],,80.39
2020,data.Saskatchewan [47],data.Uttering threats [1627],,347.24
2020,data.Saskatchewan [47],data.Total other violent violations [180],,27.39
2020,data.Alberta [48],data.Total violent Criminal Code violations [100],,1451.01
2020,data.Alberta [48],data.Homicide [110],,3.19
2020,data.Alberta [48],data.Total other violations causing death [120],,0.25
2020,data.Alberta [48],data.Attempted murder [1210],,1.4
2020,data.Alberta [48],"data.Sexual assault, level 3, aggravated [1310]",,0.57
2020,data.Alberta [48],"data.Sexual assault, level 2, weapon or bodily harm [1320]",,2.33
2020,data.Alberta [48],"data.Sexual assault, level 1 [1330]",,79.55
2020,data.Alberta [48],data.Total sexual violations against children [130],,32.92
2020,data.Alberta [48],"data.Assault, level 3, aggravated [1410]",,20.79
2020,data.Alberta [48],"data.Assault, level 2, weapon or bodily harm [1420]",,236.79
2020,data.Alberta [48],"data.Assault, level 1 [1430]",,526.67
2020,data.Alberta [48],data.Total robbery [160],,66.74
2020,data.Alberta [48],data.Uttering threats [1627],,218.44
2020,data.Alberta [48],data.Total other violent violations [180],,18.48
2020,data.British Columbia [59],data.Total violent Criminal Code violations [100],,1556.55
2020,data.British Columbia [59],data.Homicide [110],,1.94
2020,data.British Columbia [59],data.Total other violations causing death [120],,0.41
2020,data.British Columbia [59],data.Attempted murder [1210],,1.92
2020,data.British Columbia [59],"data.Sexual assault, level 3, aggravated [1310]",,0.35
2020,data.British Columbia [59],"data.Sexual assault, level 2, weapon or bodily harm [1320]",,0.97
2020,data.British Columbia [59],"data.Sexual assault, level 1 [1330]",,74.09
2020,data.British Columbia [59],data.Total sexual violations against children [130],,27.66
2020,data.British Columbia [59],"data.Assault, level 3, aggravated [1410]",,6.63
2020,data.British Columbia [59],"data.Assault, level 2, weapon or bodily harm [1420]",,195.28
2020,data.British Columbia [59],"data.Assault, level 1 [1430]",,543.45
2020,data.British Columbia [59],data.Total robbery [160],,52.47
2020,data.British Columbia [59],data.Uttering threats [1627],,325.78
2020,data.British Columbia [59],data.Total other violent violations [180],,15.04
2020,data.Yukon [60],data.Total violent Criminal Code violations [100],,5109.78
2020,data.Yukon [60],data.Homicide [110],,0.0
2020,data.Yukon [60],data.Total other violations causing death [120],,0.0
2020,data.Yukon [60],data.Attempted murder [1210],,7.11
2020,data.Yukon [60],"data.Sexual assault, level 3, aggravated [1310]",,7.11
2020,data.Yukon [60],"data.Sexual assault, level 2, weapon or bodily harm [1320]",,2.37
2020,data.Yukon [60],"data.Sexual assault, level 1 [1330]",,277.42
2020,data.Yukon [60],data.Total sexual violations against children [130],,71.13
2020,data.Yukon [60],"data.Assault, level 3, aggravated [1410]",,68.76
2020,data.Yukon [60],"data.Assault, level 2, weapon or bodily harm [1420]",,452.89
2020,data.Yukon [60],"data.Assault, level 1 [1430]",,2449.38
2020,data.Yukon [60],data.Total robbery [160],,54.54
2020,data.Yukon [60],data.Uttering threats [1627],,898.66
2020,data.Yukon [60],data.Total other violent violations [180],,68.76
2020,data.Northwest Territories [61],data.Total violent Criminal Code violations [100],,11566.6
2020,data.Northwest Territories [61],data.Homicide [110],,13.22
2020,data.Northwest Territories [61],data.Total other violations causing death [120],,0.0
2020,data.Northwest Territories [61],data.Attempted murder [1210],,2.2
2020,data.Northwest Territories [61],"data.Sexual assault, level 3, aggravated [1310]",,0.0
2020,data.Northwest Territories [61],"data.Sexual assault, level 2, weapon or bodily harm [1320]",,6.61
2020,data.Northwest Territories [61],"data.Sexual assault, level 1 [1330]",,539.98
2020,data.Northwest Territories [61],data.Total sexual violations against children [130],,121.22
2020,data.Northwest Territories [61],"data.Assault, level 3, aggravated [1410]",,88.16
2020,data.Northwest Territories [61],"data.Assault, level 2, weapon or bodily harm [1420]",,1267.3
2020,data.Northwest Territories [61],"data.Assault, level 1 [1430]",,6186.63
2020,data.Northwest Territories [61],data.Total robbery [160],,74.94
2020,data.Northwest Territories [61],data.Uttering threats [1627],,1961.56
2020,data.Northwest Territories [61],data.Total other violent violations [180],,81.55
2020,data.Nunavut [62],data.Total violent Criminal Code violations [100],,12292.17
2020,data.Nunavut [62],data.Homicide [110],,7.66
2020,data.Nunavut [62],data.Total other violations causing death [120],,0.0
2020,data.Nunavut [62],data.Attempted murder [1210],,15.32
2020,data.Nunavut [62],"data.Sexual assault, level 3, aggravated [1310]",,2.55
2020,data.Nunavut [62],"data.Sexual assault, level 2, weapon or bodily harm [1320]",,15.32
2020,data.Nunavut [62],"data.Sexual assault, level 1 [1330]",,638.49
2020,data.Nunavut [62],data.Total sexual violations against children [130],,403.52
2020,data.Nunavut [62],"data.Assault, level 3, aggravated [1410]",,194.1
2020,data.Nunavut [62],"data.Assault, level 2, weapon or bodily harm [1420]",,1649.85
2020,data.Nunavut [62],"data.Assault, level 1 [1430]",,6034.99
2020,data.Nunavut [62],data.Total robbery [160],,30.65
2020,data.Nunavut [62],data.Uttering threats [1627],,2053.38
2020,data.Nunavut [62],data.Total other violent violations [180],,84.28
2021,,,,1323.27
2021,data.Canada,data.Homicide [110],,2.06
2021,data.Canada,data.Total other violations causing death [120],,0.26
2021,data.Canada,data.Attempted murder [1210],,1.95
2021,data.Canada,"data.Sexual assault, level 3, aggravated [1310]",,0.32
2021,data.Canada,"data.Sexual assault, level 2, weapon or bodily harm [1320]",,1.56
2021,data.Canada,"data.Sexual assault, level 1 [1330]",,87.65
2021,data.Canada,data.Total sexual violations against children [130],,32.15
2021,data.Canada,"data.Assault, level 3, aggravated [1410]",,10.24
2021,data.Canada,"data.Assault, level 2, weapon or bodily harm [1420]",,184.84
2021,data.Canada,"data.Assault, level 1 [1430]",,482.49
2021,data.Canada,data.Total robbery [160],,48.45
2021,data.Canada,data.Uttering threats [1627],,229.31
2021,data.Canada,data.Total other violent violations [180],,19.95
2021,data.Newfoundland and Labrador [10],data.Total violent Criminal Code violations [100],,1820.76
2021,data.Newfoundland and Labrador [10],data.Homicide [110],,1.54
2021,data.Newfoundland and Labrador [10],data.Total other violations causing death [120],,0.58
2021,data.Newfoundland and Labrador [10],data.Attempted murder [1210],,0.19
2021,data.Newfoundland and Labrador [10],"data.Sexual assault, level 3, aggravated [1310]",,0.19
2021,data.Newfoundland and Labrador [10],"data.Sexual assault, level 2, weapon or bodily harm [1320]",,0.96
2021,data.Newfoundland and Labrador [10],"data.Sexual assault, level 1 [1330]",,100.85
2021,data.Newfoundland and Labrador [10],data.Total sexual violations against children [130],,44.18
2021,data.Newfoundland and Labrador [10],"data.Assault, level 3, aggravated [1410]",,9.03
2021,data.Newfoundland and Labrador [10],"data.Assault, level 2, weapon or bodily harm [1420]",,162.33
2021,data.Newfoundland and Labrador [10],"data.Assault, level 1 [1430]",,730.57
2021,data.Newfoundland and Labrador [10],data.Total robbery [160],,32.66
2021,data.Newfoundland and Labrador [10],data.Uttering threats [1627],,433.19
2021,data.Newfoundland and Labrador [10],data.Total other violent violations [180],,20.75
2021,data.Prince Edward Island [11],data.Total violent Criminal Code violations [100],,1237.84
2021,data.Prince Edward Island [11],data.Homicide [110],,0.0
2021,data.Prince Edward Island [11],data.Total other violations causing death [120],,0.61
2021,data.Prince Edward Island [11],data.Attempted murder [1210],,0.61
2021,data.Prince Edward Island [11],"data.Sexual assault, level 3, aggravated [1310]",,0.0
2021,data.Prince Edward Island [11],"data.Sexual assault, level 2, weapon or bodily harm [1320]",,0.61
2021,data.Prince Edward Island [11],"data.Sexual assault, level 1 [1330]",,88.85
2021,data.Prince Edward Island [11],data.Total sexual violations against children [130],,32.86
2021,data.Prince Edward Island [11],"data.Assault, level 3, aggravated [1410]",,3.65
2021,data.Prince Edward Island [11],"data.Assault, level 2, weapon or bodily harm [1420]",,77.29
2021,data.Prince Edward Island [11],"data.Assault, level 1 [1430]",,401.66
2021,data.Prince Edward Island [11],data.Total robbery [160],,10.35
2021,data.Prince Edward Island [11],data.Uttering threats [1627],,237.34
2021,data.Prince Edward Island [11],data.Total other violent violations [180],,21.91
2021,data.Nova Scotia [12],data.Total violent Criminal Code violations [100],,1498.4
2021,data.Nova Scotia [12],data.Homicide [110],,2.32
2021,data.Nova Scotia [12],data.Total other violations causing death [120],,0.0
2021,data.Nova Scotia [12],data.Attempted murder [1210],,4.33
2021,data.Nova Scotia [12],"data.Sexual assault, level 3, aggravated [1310]",,0.4
2021,data.Nova Scotia [12],"data.Sexual assault, level 2, weapon or bodily harm [1320]",,1.51
2021,data.Nova Scotia [12],"data.Sexual assault, level 1 [1330]",,91.83
2021,data.Nova Scotia [12],data.Total sexual violations against children [130],,35.48
2021,data.Nova Scotia [12],"data.Assault, level 3, aggravated [1410]",,7.66
2021,data.Nova Scotia [12],"data.Assault, level 2, weapon or bodily harm [1420]",,154.23
2021,data.Nova Scotia [12],"data.Assault, level 1 [1430]",,503.1
2021,data.Nova Scotia [12],data.Total robbery [160],,29.03
2021,data.Nova Scotia [12],data.Uttering threats [1627],,333.95
2021,data.Nova Scotia [12],data.Total other violent violations [180],,25.91
2021,data.New Brunswick [13],data.Total violent Criminal Code violations [100],,1739.55
2021,data.New Brunswick [13],data.Homicide [110],,1.39
2021,data.New Brunswick [13],data.Total other violations causing death [120],,0.38
2021,data.New Brunswick [13],data.Attempted murder [1210],,1.9
2021,data.New Brunswick [13],"data.Sexual assault, level 3, aggravated [1310]",,0.13
2021,data.New Brunswick [13],"data.Sexual assault, level 2, weapon or bodily harm [1320]",,1.39
2021,data.New Brunswick [13],"data.Sexual assault, level 1 [1330]",,93.13
2021,data.New Brunswick [13],data.Total sexual violations against children [130],,34.46
2021,data.New Brunswick [13],"data.Assault, level 3, aggravated [1410]",,8.49
2021,data.New Brunswick [13],"data.Assault, level 2, weapon or bodily harm [1420]",,165.1
2021,data.New Brunswick [13],"data.Assault, level 1 [1430]",,638.35
2021,data.New Brunswick [13],data.Total robbery [160],,14.82
2021,data.New Brunswick [13],data.Uttering threats [1627],,394.69
2021,data.New Brunswick [13],data.Total other violent violations [180],,22.68
2021,data.Quebec [24],data.Total violent Criminal Code violations [100],,1226.1
2021,data.Quebec [24],data.Homicide [110],,1.02
2021,data.Quebec [24],data.Total other violations causing death [120],,0.43
2021,data.Quebec [24],data.Attempted murder [1210],,2.48
2021,data.Quebec [24],"data.Sexual assault, level 3, aggravated [1310]",,0.38
2021,data.Quebec [24],"data.Sexual assault, level 2, weapon or bodily harm [1320]",,1.22
2021,data.Quebec [24],"data.Sexual assault, level 1 [1330]",,89.34
2021,data.Quebec [24],data.Total sexual violations against children [130],,43.64
2021,data.Quebec [24],"data.Assault, level 3, aggravated [1410]",,3.93
2021,data.Quebec [24],"data.Assault, level 2, weapon or bodily harm [1420]",,151.94
2021,data.Quebec [24],"data.Assault, level 1 [1430]",,447.38
2021,data.Quebec [24],data.Total robbery [160],,31.43
2021,data.Quebec [24],data.Uttering threats [1627],,228.51
2021,data.Quebec [24],data.Total other violent violations [180],,32.15
2021,data.Ontario [35],data.Total violent Criminal Code violations [100],,948.28
2021,data.Ontario [35],data.Homicide [110],,1.87
2021,data.Ontario [35],data.Total other violations causing death [120],,0.16
2021,data.Ontario [35],data.Attempted murder [1210],,1.96
2021,data.Ontario [35],"data.Sexual assault, level 3, aggravated [1310]",,0.23
2021,data.Ontario [35],"data.Sexual assault, level 2, weapon or bodily harm [1320]",,1.6
2021,data.Ontario [35],"data.Sexual assault, level 1 [1330]",,73.94
2021,data.Ontario [35],data.Total sexual violations against children [130],,18.42
2021,data.Ontario [35],"data.Assault, level 3, aggravated [1410]",,7.06
2021,data.Ontario [35],"data.Assault, level 2, weapon or bodily harm [1420]",,127.73
2021,data.Ontario [35],"data.Assault, level 1 [1430]",,340.81
2021,data.Ontario [35],data.Total robbery [160],,43.36
2021,data.Ontario [35],data.Uttering threats [1627],,150.11
2021,data.Ontario [35],data.Total other violent violations [180],,12.77
2021,data.Manitoba [46],data.Total violent Criminal Code violations [100],,2266.21
2021,data.Manitoba [46],data.Homicide [110],,4.41
2021,data.Manitoba [46],data.Total other violations causing death [120],,0.36
2021,data.Manitoba [46],data.Attempted murder [1210],,0.79
2021,data.Manitoba [46],"data.Sexual assault, level 3, aggravated [1310]",,0.65
2021,data.Manitoba [46],"data.Sexual assault, level 2, weapon or bodily harm [1320]",,2.96
2021,data.Manitoba [46],"data.Sexual assault, level 1 [1330]",,121.34
2021,data.Manitoba [46],data.Total sexual violations against children [130],,52.75
2021,data.Manitoba [46],"data.Assault, level 3, aggravated [1410]",,36.49
2021,data.Manitoba [46],"data.Assault, level 2, weapon or bodily harm [1420]",,485.85
2021,data.Manitoba [46],"data.Assault, level 1 [1430]",,889.75
2021,data.Manitoba [46],data.Total robbery [160],,162.24
2021,data.Manitoba [46],data.Uttering threats [1627],,307.86
2021,data.Manitoba [46],data.Total other violent violations [180],,20.09
2021,data.Saskatchewan [47],data.Total violent Criminal Code violations [100],,2390.66
2021,data.Saskatchewan [47],data.Homicide [110],,5.93
2021,data.Saskatchewan [47],data.Total other violations causing death [120],,0.17
2021,data.Saskatchewan [47],data.Attempted murder [1210],,3.81
2021,data.Saskatchewan [47],"data.Sexual assault, level 3, aggravated [1310]",,0.85
2021,data.Saskatchewan [47],"data.Sexual assault, level 2, weapon or bodily harm [1320]",,1.7
2021,data.Saskatchewan [47],"data.Sexual assault, level 1 [1330]",,118.15
2021,data.Saskatchewan [47],data.Total sexual violations against children [130],,55.52
2021,data.Saskatchewan [47],"data.Assault, level 3, aggravated [1410]",,42.63
2021,data.Saskatchewan [47],"data.Assault, level 2, weapon or bodily harm [1420]",,438.28
2021,data.Saskatchewan [47],"data.Assault, level 1 [1430]",,923.43
2021,data.Saskatchewan [47],data.Total robbery [160],,77.72
2021,data.Saskatchewan [47],data.Uttering threats [1627],,337.76
2021,data.Saskatchewan [47],data.Total other violent violations [180],,28.82
2021,data.Alberta [48],data.Total violent Criminal Code violations [100],,1498.67
2021,data.Alberta [48],data.Homicide [110],,2.66
2021,data.Alberta [48],data.Total other violations causing death [120],,0.14
2021,data.Alberta [48],data.Attempted murder [1210],,1.04
2021,data.Alberta [48],"data.Sexual assault, level 3, aggravated [1310]",,0.45
2021,data.Alberta [48],"data.Sexual assault, level 2, weapon or bodily harm [1320]",,2.21
2021,data.Alberta [48],"data.Sexual assault, level 1 [1330]",,96.76
2021,data.Alberta [48],data.Total sexual violations against children [130],,38.67
2021,data.Alberta [48],"data.Assault, level 3, aggravated [1410]",,19.38
2021,data.Alberta [48],"data.Assault, level 2, weapon or bodily harm [1420]",,248.37
2021,data.Alberta [48],"data.Assault, level 1 [1430]",,533.33
2021,data.Alberta [48],data.Total robbery [160],,63.9
2021,data.Alberta [48],data.Uttering threats [1627],,216.48
2021,data.Alberta [48],data.Total other violent violations [180],,20.32
2021,data.British Columbia [59],data.Total violent Criminal Code violations [100],,1552.16
2021,data.British Columbia [59],data.Homicide [110],,2.4
2021,data.British Columbia [59],data.Total other violations causing death [120],,0.35
2021,data.British Columbia [59],data.Attempted murder [1210],,1.34
2021,data.British Columbia [59],"data.Sexual assault, level 3, aggravated [1310]",,0.17
2021,data.British Columbia [59],"data.Sexual assault, level 2, weapon or bodily harm [1320]",,1.07
2021,data.British Columbia [59],"data.Sexual assault, level 1 [1330]",,85.51
2021,data.British Columbia [59],data.Total sexual violations against children [130],,29.55
2021,data.British Columbia [59],"data.Assault, level 3, aggravated [1410]",,6.88
2021,data.British Columbia [59],"data.Assault, level 2, weapon or bodily harm [1420]",,201.37
2021,data.British Columbia [59],"data.Assault, level 1 [1430]",,530.8
2021,data.British Columbia [59],data.Total robbery [160],,52.54
2021,data.British Columbia [59],data.Uttering threats [1627],,319.97
2021,data.British Columbia [59],data.Total other violent violations [180],,14.57
2021,data.Yukon [60],data.Total violent Criminal Code violations [100],,5059.79
2021,data.Yukon [60],data.Homicide [110],,9.31
2021,data.Yukon [60],data.Total other violations causing death [120],,0.0
2021,data.Yukon [60],data.Attempted murder [1210],,2.33
2021,data.Yukon [60],"data.Sexual assault, level 3, aggravated [1310]",,0.0
2021,data.Yukon [60],"data.Sexual assault, level 2, weapon or bodily harm [1320]",,4.65
2021,data.Yukon [60],"data.Sexual assault, level 1 [1330]",,269.86
2021,data.Yukon [60],data.Total sexual violations against children [130],,81.42
2021,data.Yukon [60],"data.Assault, level 3, aggravated [1410]",,60.48
2021,data.Yukon [60],"data.Assault, level 2, weapon or bodily harm [1420]",,523.43
2021,data.Yukon [60],"data.Assault, level 1 [1430]",,2265.85
2021,data.Yukon [60],data.Total robbery [160],,41.87
2021,data.Yukon [60],data.Uttering threats [1627],,967.76
2021,data.Yukon [60],data.Total other violent violations [180],,41.87
2021,data.Northwest Territories [61],data.Total violent Criminal Code violations [100],,12060.48
2021,data.Northwest Territories [61],data.Homicide [110],,2.2
2021,data.Northwest Territories [61],data.Total other violations causing death [120],,0.0
2021,data.Northwest Territories [61],data.Attempted murder [1210],,6.59
2021,data.Northwest Territories [61],"data.Sexual assault, level 3, aggravated [1310]",,0.0
2021,data.Northwest Territories [61],"data.Sexual assault, level 2, weapon or bodily harm [1320]",,8.79
2021,data.Northwest Territories [61],"data.Sexual assault, level 1 [1330]",,498.86
2021,data.Northwest Territories [61],data.Total sexual violations against children [130],,131.86
2021,data.Northwest Territories [61],"data.Assault, level 3, aggravated [1410]",,79.11
2021,data.Northwest Territories [61],"data.Assault, level 2, weapon or bodily harm [1420]",,1320.76
2021,data.Northwest Territories [61],"data.Assault, level 1 [1430]",,6665.35
2021,data.Northwest Territories [61],data.Total robbery [160],,65.93
2021,data.Northwest Territories [61],data.Uttering threats [1627],,2015.21
2021,data.Northwest Territories [61],data.Total other violent violations [180],,85.71
2021,data.Nunavut [62],data.Total violent Criminal Code violations [100],,11958.48
2021,data.Nunavut [62],data.Homicide [110],,5.08
2021,data.Nunavut [62],data.Total other violations causing death [120],,0.0
2021,data.Nunavut [62],data.Attempted murder [1210],,15.23
2021,data.Nunavut [62],"data.Sexual assault, level 3, aggravated [1310]",,2.54
2021,data.Nunavut [62],"data.Sexual assault, level 2, weapon or bodily harm [1320]",,7.61
2021,data.Nunavut [62],"data.Sexual assault, level 1 [1330]",,548.18
2021,data.Nunavut [62],data.Total sexual violations against children [130],,375.61
2021,data.Nunavut [62],"data.Assault, level 3, aggravated [1410]",,106.59
2021,data.Nunavut [62],"data.Assault, level 2, weapon or bodily harm [1420]",,1553.18
2021,data.Nunavut [62],"data.Assault, level 1 [1430]",,5913.26
2021,data.Nunavut [62],data.Total robbery [160],,40.61
2021,data.Nunavut [62],data.Uttering threats [1627],,1949.09
2021,data.Nunavut [62],data.Total other violent violations [180],,106.59
