Year,data.Geography,data.Age group,data.Sex,GeoCode,Value
2015,,,,,61.9
2016,,,,,61.1
2017,,,,,61.0
2018,,,,,60.7
2019,,,,,61.2
2020,,,,,62.5
2021,,,,,59.7
2015,data.Canada,"data.Total, 12 years and over",data.Males,,62.8
2015,data.Canada,"data.Total, 12 years and over",data.Females,,61.1
2015,data.Canada,data.12 to 17 years,data.Both sexes,,72.9
2015,data.Canada,data.12 to 17 years,data.Males,,71.0
2015,data.Canada,data.12 to 17 years,data.Females,,75.0
2015,data.Canada,data.18 to 34 years,data.Both sexes,,70.9
2015,data.Canada,data.18 to 34 years,data.Males,,71.3
2015,data.Canada,data.18 to 34 years,data.Females,,70.5
2015,data.Canada,data.35 to 49 years,data.Both sexes,,64.3
2015,data.Canada,data.35 to 49 years,data.Males,,65.7
2015,data.Canada,data.35 to 49 years,data.Females,,62.9
2015,data.Canada,data.50 to 64 years,data.Both sexes,,57.7
2015,data.Canada,data.50 to 64 years,data.Males,,57.9
2015,data.Canada,data.50 to 64 years,data.Females,,57.6
2015,data.Canada,data.65 years and over,data.Both sexes,,47.0
2015,data.Canada,data.65 years and over,data.Males,,48.5
2015,data.Canada,data.65 years and over,data.Females,,45.8
2015,data.Newfoundland and Labrador,"data.Total, 12 years and over",data.Both sexes,10,59.4
2015,data.Newfoundland and Labrador,"data.Total, 12 years and over",data.Males,10,57.7
2015,data.Newfoundland and Labrador,"data.Total, 12 years and over",data.Females,10,60.9
2015,data.Newfoundland and Labrador,data.12 to 17 years,data.Both sexes,10,78.7
2015,data.Newfoundland and Labrador,data.12 to 17 years,data.Males,10,76.9
2015,data.Newfoundland and Labrador,data.12 to 17 years,data.Females,10,80.7
2015,data.Newfoundland and Labrador,data.18 to 34 years,data.Both sexes,10,61.3
2015,data.Newfoundland and Labrador,data.18 to 34 years,data.Males,10,55.7
2015,data.Newfoundland and Labrador,data.18 to 34 years,data.Females,10,67.1
2015,data.Newfoundland and Labrador,data.35 to 49 years,data.Both sexes,10,58.7
2015,data.Newfoundland and Labrador,data.35 to 49 years,data.Males,10,61.1
2015,data.Newfoundland and Labrador,data.35 to 49 years,data.Females,10,56.5
2015,data.Newfoundland and Labrador,data.50 to 64 years,data.Both sexes,10,60.5
2015,data.Newfoundland and Labrador,data.50 to 64 years,data.Males,10,57.8
2015,data.Newfoundland and Labrador,data.50 to 64 years,data.Females,10,63.2
2015,data.Newfoundland and Labrador,data.65 years and over,data.Both sexes,10,49.9
2015,data.Newfoundland and Labrador,data.65 years and over,data.Males,10,48.8
2015,data.Newfoundland and Labrador,data.65 years and over,data.Females,10,50.8
2015,data.Prince Edward Island,"data.Total, 12 years and over",data.Both sexes,11,62.4
2015,data.Prince Edward Island,"data.Total, 12 years and over",data.Males,11,57.0
2015,data.Prince Edward Island,"data.Total, 12 years and over",data.Females,11,67.5
2015,data.Prince Edward Island,data.12 to 17 years,data.Both sexes,11,75.0
2015,data.Prince Edward Island,data.12 to 17 years,data.Males,11,72.3
2015,data.Prince Edward Island,data.12 to 17 years,data.Females,11,78.0
2015,data.Prince Edward Island,data.18 to 34 years,data.Both sexes,11,74.4
2015,data.Prince Edward Island,data.18 to 34 years,data.Males,11,67.5
2015,data.Prince Edward Island,data.18 to 34 years,data.Females,11,81.2
2015,data.Prince Edward Island,data.35 to 49 years,data.Both sexes,11,67.3
2015,data.Prince Edward Island,data.35 to 49 years,data.Males,11,66.8
2015,data.Prince Edward Island,data.35 to 49 years,data.Females,11,67.8
2015,data.Prince Edward Island,data.50 to 64 years,data.Both sexes,11,52.0
2015,data.Prince Edward Island,data.50 to 64 years,data.Males,11,42.7
2015,data.Prince Edward Island,data.50 to 64 years,data.Females,11,60.8
2015,data.Prince Edward Island,data.65 years and over,data.Both sexes,11,51.8
2015,data.Prince Edward Island,data.65 years and over,data.Males,11,46.0
2015,data.Prince Edward Island,data.65 years and over,data.Females,11,56.9
2015,data.Nova Scotia,"data.Total, 12 years and over",data.Both sexes,12,59.4
2015,data.Nova Scotia,"data.Total, 12 years and over",data.Males,12,56.4
2015,data.Nova Scotia,"data.Total, 12 years and over",data.Females,12,62.2
2015,data.Nova Scotia,data.12 to 17 years,data.Both sexes,12,79.5
2015,data.Nova Scotia,data.12 to 17 years,data.Males,12,76.5
2015,data.Nova Scotia,data.12 to 17 years,data.Females,12,82.6
2015,data.Nova Scotia,data.18 to 34 years,data.Both sexes,12,66.4
2015,data.Nova Scotia,data.18 to 34 years,data.Males,12,63.3
2015,data.Nova Scotia,data.18 to 34 years,data.Females,12,69.4
2015,data.Nova Scotia,data.35 to 49 years,data.Both sexes,12,64.3
2015,data.Nova Scotia,data.35 to 49 years,data.Males,12,66.1
2015,data.Nova Scotia,data.35 to 49 years,data.Females,12,62.5
2015,data.Nova Scotia,data.50 to 64 years,data.Both sexes,12,53.9
2015,data.Nova Scotia,data.50 to 64 years,data.Males,12,45.2
2015,data.Nova Scotia,data.50 to 64 years,data.Females,12,62.1
2015,data.Nova Scotia,data.65 years and over,data.Both sexes,12,46.9
2015,data.Nova Scotia,data.65 years and over,data.Males,12,45.4
2015,data.Nova Scotia,data.65 years and over,data.Females,12,48.2
2015,data.New Brunswick,"data.Total, 12 years and over",data.Both sexes,13,54.6
2015,data.New Brunswick,"data.Total, 12 years and over",data.Males,13,56.4
2015,data.New Brunswick,"data.Total, 12 years and over",data.Females,13,52.9
2015,data.New Brunswick,data.12 to 17 years,data.Both sexes,13,69.9
2015,data.New Brunswick,data.12 to 17 years,data.Males,13,73.4
2015,data.New Brunswick,data.12 to 17 years,data.Females,13,66.1
2015,data.New Brunswick,data.18 to 34 years,data.Both sexes,13,65.9
2015,data.New Brunswick,data.18 to 34 years,data.Males,13,74.1
2015,data.New Brunswick,data.18 to 34 years,data.Females,13,57.4
2015,data.New Brunswick,data.35 to 49 years,data.Both sexes,13,61.9
2015,data.New Brunswick,data.35 to 49 years,data.Males,13,61.3
2015,data.New Brunswick,data.35 to 49 years,data.Females,13,62.5
2015,data.New Brunswick,data.50 to 64 years,data.Both sexes,13,45.7
2015,data.New Brunswick,data.50 to 64 years,data.Males,13,41.1
2015,data.New Brunswick,data.50 to 64 years,data.Females,13,50.0
2015,data.New Brunswick,data.65 years and over,data.Both sexes,13,41.5
2015,data.New Brunswick,data.65 years and over,data.Males,13,45.1
2015,data.New Brunswick,data.65 years and over,data.Females,13,38.4
2015,data.Quebec,"data.Total, 12 years and over",data.Both sexes,24,63.1
2015,data.Quebec,"data.Total, 12 years and over",data.Males,24,65.3
2015,data.Quebec,"data.Total, 12 years and over",data.Females,24,60.9
2015,data.Quebec,data.12 to 17 years,data.Both sexes,24,73.6
2015,data.Quebec,data.12 to 17 years,data.Males,24,71.9
2015,data.Quebec,data.12 to 17 years,data.Females,24,75.4
2015,data.Quebec,data.18 to 34 years,data.Both sexes,24,70.9
2015,data.Quebec,data.18 to 34 years,data.Males,24,70.8
2015,data.Quebec,data.18 to 34 years,data.Females,24,71.0
2015,data.Quebec,data.35 to 49 years,data.Both sexes,24,67.6
2015,data.Quebec,data.35 to 49 years,data.Males,24,70.3
2015,data.Quebec,data.35 to 49 years,data.Females,24,64.7
2015,data.Quebec,data.50 to 64 years,data.Both sexes,24,61.1
2015,data.Quebec,data.50 to 64 years,data.Males,24,62.9
2015,data.Quebec,data.50 to 64 years,data.Females,24,59.3
2015,data.Quebec,data.65 years and over,data.Both sexes,24,46.7
2015,data.Quebec,data.65 years and over,data.Males,24,51.8
2015,data.Quebec,data.65 years and over,data.Females,24,42.5
2015,data.Ontario,"data.Total, 12 years and over",data.Both sexes,35,61.2
2015,data.Ontario,"data.Total, 12 years and over",data.Males,35,62.7
2015,data.Ontario,"data.Total, 12 years and over",data.Females,35,59.8
2015,data.Ontario,data.12 to 17 years,data.Both sexes,35,70.1
2015,data.Ontario,data.12 to 17 years,data.Males,35,67.6
2015,data.Ontario,data.12 to 17 years,data.Females,35,72.7
2015,data.Ontario,data.18 to 34 years,data.Both sexes,35,71.8
2015,data.Ontario,data.18 to 34 years,data.Males,35,73.2
2015,data.Ontario,data.18 to 34 years,data.Females,35,70.4
2015,data.Ontario,data.35 to 49 years,data.Both sexes,35,62.9
2015,data.Ontario,data.35 to 49 years,data.Males,35,66.3
2015,data.Ontario,data.35 to 49 years,data.Females,35,59.7
2015,data.Ontario,data.50 to 64 years,data.Both sexes,35,55.5
2015,data.Ontario,data.50 to 64 years,data.Males,35,56.4
2015,data.Ontario,data.50 to 64 years,data.Females,35,54.5
2015,data.Ontario,data.65 years and over,data.Both sexes,35,47.3
2015,data.Ontario,data.65 years and over,data.Males,35,47.5
2015,data.Ontario,data.65 years and over,data.Females,35,47.2
2015,data.Manitoba,"data.Total, 12 years and over",data.Both sexes,46,60.4
2015,data.Manitoba,"data.Total, 12 years and over",data.Males,46,56.8
2015,data.Manitoba,"data.Total, 12 years and over",data.Females,46,64.0
2015,data.Manitoba,data.12 to 17 years,data.Both sexes,46,74.9
2015,data.Manitoba,data.12 to 17 years,data.Males,46,72.4
2015,data.Manitoba,data.12 to 17 years,data.Females,46,77.5
2015,data.Manitoba,data.18 to 34 years,data.Both sexes,46,70.2
2015,data.Manitoba,data.18 to 34 years,data.Males,46,60.8
2015,data.Manitoba,data.18 to 34 years,data.Females,46,79.8
2015,data.Manitoba,data.35 to 49 years,data.Both sexes,46,63.6
2015,data.Manitoba,data.35 to 49 years,data.Males,46,61.4
