Year,Géographie,Type de matières récupérées,Sources des matières préparées en vue du recyclage,GeoCode,Value
2018,Ontario,Matières organiques,Sources des matières non résidentielles récupérées,35,6.434198725
2018,Ontario,Autres matières,Toutes les sources des matières récupérées,35,1.805685032
2018,Ontario,Autres matières,Sources des matières résidentielles récupérées,35,1.315493647
2018,Ontario,Autres matières,Sources des matières non résidentielles récupérées,35,0.490191385
2018,Manitoba,Toutes les matières,Toutes les sources des matières récupérées,46,163.8770721
2018,Manitoba,Toutes les matières,Sources des matières résidentielles récupérées,46,
2018,Manitoba,Toutes les matières,Sources des matières non résidentielles récupérées,46,
2018,Manitoba,Toutes les fibres cellulosiques,Toutes les sources des matières récupérées,46,64.80069484
2018,Manitoba,Toutes les fibres cellulosiques,Sources des matières résidentielles récupérées,46,39.68288581
2018,Manitoba,Toutes les fibres cellulosiques,Sources des matières non résidentielles récupérées,46,25.11780903
2018,Manitoba,Verre,Toutes les sources des matières récupérées,46,6.66383309
2018,Manitoba,Verre,Sources des matières résidentielles récupérées,46,6.29127936
2018,Manitoba,Verre,Sources des matières non résidentielles récupérées,46,0.37255373
2018,Manitoba,Métaux ferreux,Toutes les sources des matières récupérées,46,
2018,Manitoba,Métaux ferreux,Sources des matières résidentielles récupérées,46,
2018,Manitoba,Métaux ferreux,Sources des matières non résidentielles récupérées,46,
2018,Manitoba,Cuivre et aluminium,Toutes les sources des matières récupérées,46,1.90046754
2018,Manitoba,Cuivre et aluminium,Sources des matières résidentielles récupérées,46,1.631400957
2018,Manitoba,Cuivre et aluminium,Sources des matières non résidentielles récupérées,46,0.269066583
2018,Manitoba,Métaux mélangés,Toutes les sources des matières récupérées,46,3.103875224
2018,Manitoba,Métaux mélangés,Sources des matières résidentielles récupérées,46,2.429730379
2018,Manitoba,Métaux mélangés,Sources des matières non résidentielles récupérées,46,0.674144845
2018,Manitoba,Électroménagers,Toutes les sources des matières récupérées,46,2.197623492
2018,Manitoba,Électroménagers,Sources des matières résidentielles récupérées,46,1.34828969
2018,Manitoba,Électroménagers,Sources des matières non résidentielles récupérées,46,0.849333801
2018,Manitoba,Matériel électronique,Toutes les sources des matières récupérées,46,2.235322381
2018,Manitoba,Matériel électronique,Sources des matières résidentielles récupérées,46,
2018,Manitoba,Matériel électronique,Sources des matières non résidentielles récupérées,46,
2018,Manitoba,Matières plastiques,Toutes les sources des matières récupérées,46,5.017648255
2018,Manitoba,Matières plastiques,Sources des matières résidentielles récupérées,46,4.239277068
2018,Manitoba,Matières plastiques,Sources des matières non résidentielles récupérées,46,0.778371186
2018,Manitoba,Récipients triangulaires et aseptiques,Toutes les sources des matières récupérées,46,
2018,Manitoba,Récipients triangulaires et aseptiques,Sources des matières résidentielles récupérées,46,
2018,Manitoba,Récipients triangulaires et aseptiques,Sources des matières non résidentielles récupérées,46,
2018,Manitoba,Textiles,Toutes les sources des matières récupérées,46,
2018,Manitoba,Textiles,Sources des matières résidentielles récupérées,46,
2018,Manitoba,Textiles,Sources des matières non résidentielles récupérées,46,
2018,Manitoba,Pneus,Toutes les sources des matières récupérées,46,11.83079851
2018,Manitoba,Pneus,Sources des matières résidentielles récupérées,46,
2018,Manitoba,Pneus,Sources des matières non résidentielles récupérées,46,
2018,Manitoba,"data.Construction, renovation and demolition",Toutes les sources des matières récupérées,46,2.953818861
2018,Manitoba,"data.Construction, renovation and demolition",Sources des matières résidentielles récupérées,46,1.910077061
2018,Manitoba,"data.Construction, renovation and demolition",Sources des matières non résidentielles récupérées,46,1.0437418
2018,Manitoba,Matières organiques,Toutes les sources des matières récupérées,46,41.59591965
2018,Manitoba,Matières organiques,Sources des matières résidentielles récupérées,46,31.92800251
2018,Manitoba,Matières organiques,Sources des matières non résidentielles récupérées,46,9.667917136
2018,Manitoba,Autres matières,Toutes les sources des matières récupérées,46,4.606656441
2018,Manitoba,Autres matières,Sources des matières résidentielles récupérées,46,2.60196256
2018,Manitoba,Autres matières,Sources des matières non résidentielles récupérées,46,2.004693881
2018,Saskatchewan,Toutes les matières,Toutes les sources des matières récupérées,47,167.591264
2018,Saskatchewan,Toutes les matières,Sources des matières résidentielles récupérées,47,
2018,Saskatchewan,Toutes les matières,Sources des matières non résidentielles récupérées,47,
2018,Saskatchewan,Toutes les fibres cellulosiques,Toutes les sources des matières récupérées,47,49.38942146
2018,Saskatchewan,Toutes les fibres cellulosiques,Sources des matières résidentielles récupérées,47,32.54266992
2018,Saskatchewan,Toutes les fibres cellulosiques,Sources des matières non résidentielles récupérées,47,16.84675154
2018,Saskatchewan,Verre,Toutes les sources des matières récupérées,47,
2018,Saskatchewan,Verre,Sources des matières résidentielles récupérées,47,
2018,Saskatchewan,Verre,Sources des matières non résidentielles récupérées,47,
2018,Saskatchewan,Métaux ferreux,Toutes les sources des matières récupérées,47,
2018,Saskatchewan,Métaux ferreux,Sources des matières résidentielles récupérées,47,
2018,Saskatchewan,Métaux ferreux,Sources des matières non résidentielles récupérées,47,
2018,Saskatchewan,Cuivre et aluminium,Toutes les sources des matières récupérées,47,6.604594553
2018,Saskatchewan,Cuivre et aluminium,Sources des matières résidentielles récupérées,47,5.834216327
2018,Saskatchewan,Cuivre et aluminium,Sources des matières non résidentielles récupérées,47,0.770378226
2018,Saskatchewan,Métaux mélangés,Toutes les sources des matières récupérées,47,1.395288384
2018,Saskatchewan,Métaux mélangés,Sources des matières résidentielles récupérées,47,0.852150216
2018,Saskatchewan,Métaux mélangés,Sources des matières non résidentielles récupérées,47,0.543138168
2018,Saskatchewan,Électroménagers,Toutes les sources des matières récupérées,47,1.596705708
2018,Saskatchewan,Électroménagers,Sources des matières résidentielles récupérées,47,0.859897036
2018,Saskatchewan,Électroménagers,Sources des matières non résidentielles récupérées,47,0.736808672
2018,Saskatchewan,Matériel électronique,Toutes les sources des matières récupérées,47,2.017616269
2018,Saskatchewan,Matériel électronique,Sources des matières résidentielles récupérées,47,
2018,Saskatchewan,Matériel électronique,Sources des matières non résidentielles récupérées,47,
2018,Saskatchewan,Matières plastiques,Toutes les sources des matières récupérées,47,9.272943714
2018,Saskatchewan,Matières plastiques,Sources des matières résidentielles récupérées,47,8.532692011
2018,Saskatchewan,Matières plastiques,Sources des matières non résidentielles récupérées,47,0.740251703
2018,Saskatchewan,Récipients triangulaires et aseptiques,Toutes les sources des matières récupérées,47,1.623389199
2018,Saskatchewan,Récipients triangulaires et aseptiques,Sources des matières résidentielles récupérées,47,
2018,Saskatchewan,Récipients triangulaires et aseptiques,Sources des matières non résidentielles récupérées,47,
2018,Saskatchewan,Textiles,Toutes les sources des matières récupérées,47,0.0
2018,Saskatchewan,Textiles,Sources des matières résidentielles récupérées,47,0.0
2018,Saskatchewan,Textiles,Sources des matières non résidentielles récupérées,47,0.0
2018,Saskatchewan,Pneus,Toutes les sources des matières récupérées,47,14.68194569
2018,Saskatchewan,Pneus,Sources des matières résidentielles récupérées,47,
2018,Saskatchewan,Pneus,Sources des matières non résidentielles récupérées,47,
2018,Saskatchewan,"data.Construction, renovation and demolition",Toutes les sources des matières récupérées,47,3.431841324
2018,Saskatchewan,"data.Construction, renovation and demolition",Sources des matières résidentielles récupérées,47,
2018,Saskatchewan,"data.Construction, renovation and demolition",Sources des matières non résidentielles récupérées,47,
2018,Saskatchewan,Matières organiques,Toutes les sources des matières récupérées,47,28.45493115
2018,Saskatchewan,Matières organiques,Sources des matières résidentielles récupérées,47,21.35109708
2018,Saskatchewan,Matières organiques,Sources des matières non résidentielles récupérées,47,7.103834073
2018,Saskatchewan,Autres matières,Toutes les sources des matières récupérées,47,1.161162264
2018,Saskatchewan,Autres matières,Sources des matières résidentielles récupérées,47,0.721315031
2018,Saskatchewan,Autres matières,Sources des matières non résidentielles récupérées,47,0.439847233
2018,Alberta,Toutes les matières,Toutes les sources des matières récupérées,48,216.5664133
2018,Alberta,Toutes les matières,Sources des matières résidentielles récupérées,48,
2018,Alberta,Toutes les matières,Sources des matières non résidentielles récupérées,48,
2018,Alberta,Toutes les fibres cellulosiques,Toutes les sources des matières récupérées,48,59.3156557
2018,Alberta,Toutes les fibres cellulosiques,Sources des matières résidentielles récupérées,48,32.59377308
2018,Alberta,Toutes les fibres cellulosiques,Sources des matières non résidentielles récupérées,48,26.72188262
2018,Alberta,Verre,Toutes les sources des matières récupérées,48,16.0417842
2018,Alberta,Verre,Sources des matières résidentielles récupérées,48,14.68868325
2018,Alberta,Verre,Sources des matières non résidentielles récupérées,48,1.353100953
2018,Alberta,Métaux ferreux,Toutes les sources des matières récupérées,48,9.331185185
2018,Alberta,Métaux ferreux,Sources des matières résidentielles récupérées,48,1.28772589
2018,Alberta,Métaux ferreux,Sources des matières non résidentielles récupérées,48,8.043459295
2018,Alberta,Cuivre et aluminium,Toutes les sources des matières récupérées,48,4.057208997
2018,Alberta,Cuivre et aluminium,Sources des matières résidentielles récupérées,48,3.011673288
2018,Alberta,Cuivre et aluminium,Sources des matières non résidentielles récupérées,48,1.045535709
2018,Alberta,Métaux mélangés,Toutes les sources des matières récupérées,48,3.066346383
2018,Alberta,Métaux mélangés,Sources des matières résidentielles récupérées,48,1.488271458
2018,Alberta,Métaux mélangés,Sources des matières non résidentielles récupérées,48,1.578074925
2018,Alberta,Électroménagers,Toutes les sources des matières récupérées,48,3.220361657
2018,Alberta,Électroménagers,Sources des matières résidentielles récupérées,48,2.295339409
2018,Alberta,Électroménagers,Sources des matières non résidentielles récupérées,48,0.925022247
2018,Alberta,Matériel électronique,Toutes les sources des matières récupérées,48,2.35233902
2018,Alberta,Matériel électronique,Sources des matières résidentielles récupérées,48,
2018,Alberta,Matériel électronique,Sources des matières non résidentielles récupérées,48,
2018,Alberta,Matières plastiques,Toutes les sources des matières récupérées,48,8.62811244
2018,Alberta,Matières plastiques,Sources des matières résidentielles récupérées,48,7.041429411
2018,Alberta,Matières plastiques,Sources des matières non résidentielles récupérées,48,1.58668303
2018,Alberta,Récipients triangulaires et aseptiques,Toutes les sources des matières récupérées,48,
2018,Alberta,Récipients triangulaires et aseptiques,Sources des matières résidentielles récupérées,48,
2018,Alberta,Récipients triangulaires et aseptiques,Sources des matières non résidentielles récupérées,48,
2018,Alberta,Textiles,Toutes les sources des matières récupérées,48,
2018,Alberta,Textiles,Sources des matières résidentielles récupérées,48,
2018,Alberta,Textiles,Sources des matières non résidentielles récupérées,48,
2018,Alberta,Pneus,Toutes les sources des matières récupérées,48,15.72979858
2018,Alberta,Pneus,Sources des matières résidentielles récupérées,48,
2018,Alberta,Pneus,Sources des matières non résidentielles récupérées,48,
2018,Alberta,"data.Construction, renovation and demolition",Toutes les sources des matières récupérées,48,16.52779313
2018,Alberta,"data.Construction, renovation and demolition",Sources des matières résidentielles récupérées,48,2.886739448
2018,Alberta,"data.Construction, renovation and demolition",Sources des matières non résidentielles récupérées,48,13.64105368
2018,Alberta,Matières organiques,Toutes les sources des matières récupérées,48,74.96449157
2018,Alberta,Matières organiques,Sources des matières résidentielles récupérées,48,55.49854302
2018,Alberta,Matières organiques,Sources des matières non résidentielles récupérées,48,19.4661812
2018,Alberta,Autres matières,Toutes les sources des matières récupérées,48,0.876863393
2018,Alberta,Autres matières,Sources des matières résidentielles récupérées,48,0.439013325
2018,Alberta,Autres matières,Sources des matières non résidentielles récupérées,48,0.437850068
2018,Colombie-Britannique,Toutes les matières,Toutes les sources des matières récupérées,59,347.8132617
2018,Colombie-Britannique,Toutes les matières,Sources des matières résidentielles récupérées,59,
2018,Colombie-Britannique,Toutes les matières,Sources des matières non résidentielles récupérées,59,
2018,Colombie-Britannique,Toutes les fibres cellulosiques,Toutes les sources des matières récupérées,59,110.4877062
2018,Colombie-Britannique,Toutes les fibres cellulosiques,Sources des matières résidentielles récupérées,59,23.94722577
2018,Colombie-Britannique,Toutes les fibres cellulosiques,Sources des matières non résidentielles récupérées,59,86.54048039
2018,Colombie-Britannique,Verre,Toutes les sources des matières récupérées,59,23.57241108
2018,Colombie-Britannique,Verre,Sources des matières résidentielles récupérées,59,14.51917942
2018,Colombie-Britannique,Verre,Sources des matières non résidentielles récupérées,59,9.053231669
2018,Colombie-Britannique,Métaux ferreux,Toutes les sources des matières récupérées,59,13.82184048
2018,Colombie-Britannique,Métaux ferreux,Sources des matières résidentielles récupérées,59,3.192710633
2018,Colombie-Britannique,Métaux ferreux,Sources des matières non résidentielles récupérées,59,10.62912985
2018,Colombie-Britannique,Cuivre et aluminium,Toutes les sources des matières récupérées,59,4.963600265
2018,Colombie-Britannique,Cuivre et aluminium,Sources des matières résidentielles récupérées,59,0.689555244
2018,Colombie-Britannique,Cuivre et aluminium,Sources des matières non résidentielles récupérées,59,4.274045021
2018,Colombie-Britannique,Métaux mélangés,Toutes les sources des matières récupérées,59,10.87880672
2018,Colombie-Britannique,Métaux mélangés,Sources des matières résidentielles récupérées,59,6.446692889
2018,Colombie-Britannique,Métaux mélangés,Sources des matières non résidentielles récupérées,59,4.432113835
2018,Colombie-Britannique,Électroménagers,Toutes les sources des matières récupérées,59,4.786571176
2018,Colombie-Britannique,Électroménagers,Sources des matières résidentielles récupérées,59,2.14350892
2018,Colombie-Britannique,Électroménagers,Sources des matières non résidentielles récupérées,59,2.643062256
2018,Colombie-Britannique,Matériel électronique,Toutes les sources des matières récupérées,59,3.371535958
2018,Colombie-Britannique,Matériel électronique,Sources des matières résidentielles récupérées,59,
2018,Colombie-Britannique,Matériel électronique,Sources des matières non résidentielles récupérées,59,
2018,Colombie-Britannique,Matières plastiques,Toutes les sources des matières récupérées,59,13.59890757
2018,Colombie-Britannique,Matières plastiques,Sources des matières résidentielles récupérées,59,6.255094326
2018,Colombie-Britannique,Matières plastiques,Sources des matières non résidentielles récupérées,59,7.343813242
2018,Colombie-Britannique,Récipients triangulaires et aseptiques,Toutes les sources des matières récupérées,59,0.058078314
2018,Colombie-Britannique,Récipients triangulaires et aseptiques,Sources des matières résidentielles récupérées,59,0.010577837
2018,Colombie-Britannique,Récipients triangulaires et aseptiques,Sources des matières non résidentielles récupérées,59,0.047500477
2018,Colombie-Britannique,Textiles,Toutes les sources des matières récupérées,59,0.253468932
2018,Colombie-Britannique,Textiles,Sources des matières résidentielles récupérées,59,0.253468932
2018,Colombie-Britannique,Textiles,Sources des matières non résidentielles récupérées,59,0.0
2018,Colombie-Britannique,Pneus,Toutes les sources des matières récupérées,59,10.02499563
2018,Colombie-Britannique,Pneus,Sources des matières résidentielles récupérées,59,
2018,Colombie-Britannique,Pneus,Sources des matières non résidentielles récupérées,59,
2018,Colombie-Britannique,"data.Construction, renovation and demolition",Toutes les sources des matières récupérées,59,24.71641417
2018,Colombie-Britannique,"data.Construction, renovation and demolition",Sources des matières résidentielles récupérées,59,8.016603612
2018,Colombie-Britannique,"data.Construction, renovation and demolition",Sources des matières non résidentielles récupérées,59,16.69981056
2018,Colombie-Britannique,Matières organiques,Toutes les sources des matières récupérées,59,122.8791436
2018,Colombie-Britannique,Matières organiques,Sources des matières résidentielles récupérées,59,77.56388814
2018,Colombie-Britannique,Matières organiques,Sources des matières non résidentielles récupérées,59,45.31525548
2018,Colombie-Britannique,Autres matières,Toutes les sources des matières récupérées,59,4.399781578
2018,Colombie-Britannique,Autres matières,Sources des matières résidentielles récupérées,59,3.442587092
2018,Colombie-Britannique,Autres matières,Sources des matières non résidentielles récupérées,59,0.957194486
2018,Territoires,Toutes les matières,Toutes les sources des matières récupérées,,237.1262425
2018,Territoires,Toutes les matières,Sources des matières résidentielles récupérées,,
2018,Territoires,Toutes les matières,Sources des matières non résidentielles récupérées,,
2018,Territoires,Toutes les fibres cellulosiques,Toutes les sources des matières récupérées,,39.63022573
2018,Territoires,Toutes les fibres cellulosiques,Sources des matières résidentielles récupérées,,17.21084089
2018,Territoires,Toutes les fibres cellulosiques,Sources des matières non résidentielles récupérées,,22.41938484
2018,Territoires,Verre,Toutes les sources des matières récupérées,,2.313111134
2018,Territoires,Verre,Sources des matières résidentielles récupérées,,2.013862491
2018,Territoires,Verre,Sources des matières non résidentielles récupérées,,0.299248643
2018,Territoires,Métaux ferreux,Toutes les sources des matières récupérées,,67.54931537
2018,Territoires,Métaux ferreux,Sources des matières résidentielles récupérées,,20.93122943
2018,Territoires,Métaux ferreux,Sources des matières non résidentielles récupérées,,46.61808594
2018,Territoires,Cuivre et aluminium,Toutes les sources des matières récupérées,,2.199881918
2018,Territoires,Cuivre et aluminium,Sources des matières résidentielles récupérées,,2.175618515
2018,Territoires,Cuivre et aluminium,Sources des matières non résidentielles récupérées,,0.024263404
2018,Territoires,Métaux mélangés,Toutes les sources des matières récupérées,,4.941646515
2018,Territoires,Métaux mélangés,Sources des matières résidentielles récupérées,,0.881570327
2018,Territoires,Métaux mélangés,Sources des matières non résidentielles récupérées,,4.060076187
2018,Territoires,Électroménagers,Toutes les sources des matières récupérées,,0.922009333
2018,Territoires,Électroménagers,Sources des matières résidentielles récupérées,,0.83304352
2018,Territoires,Électroménagers,Sources des matières non résidentielles récupérées,,0.088965813
2018,Territoires,Matériel électronique,Toutes les sources des matières récupérées,,2.102828304
2018,Territoires,Matériel électronique,Sources des matières résidentielles récupérées,,
2018,Territoires,Matériel électronique,Sources des matières non résidentielles récupérées,,
2018,Territoires,Matières plastiques,Toutes les sources des matières récupérées,,4.941646515
2018,Territoires,Matières plastiques,Sources des matières résidentielles récupérées,,4.051988386
2018,Territoires,Matières plastiques,Sources des matières non résidentielles récupérées,,0.889658129
2018,Territoires,Récipients triangulaires et aseptiques,Toutes les sources des matières récupérées,,0.388214456
2018,Territoires,Récipients triangulaires et aseptiques,Sources des matières résidentielles récupérées,,0.380126655
2018,Territoires,Récipients triangulaires et aseptiques,Sources des matières non résidentielles récupérées,,0.008087801
2018,Territoires,Textiles,Toutes les sources des matières récupérées,,0.452916865
2018,Territoires,Textiles,Sources des matières résidentielles récupérées,,0.452916865
2018,Territoires,Textiles,Sources des matières non résidentielles récupérées,,0.0
2018,Territoires,Pneus,Toutes les sources des matières récupérées,,8.467927824
2018,Territoires,Pneus,Sources des matières résidentielles récupérées,,
2018,Territoires,Pneus,Sources des matières non résidentielles récupérées,,
2018,Territoires,"data.Construction, renovation and demolition",Toutes les sources des matières récupérées,,63.6024684
2018,Territoires,"data.Construction, renovation and demolition",Sources des matières résidentielles récupérées,,15.9006171
2018,Territoires,"data.Construction, renovation and demolition",Sources des matières non résidentielles récupérées,,47.7018513
2018,Territoires,Matières organiques,Toutes les sources des matières récupérées,,37.21197318
2018,Territoires,Matières organiques,Sources des matières résidentielles récupérées,,15.77121228
2018,Territoires,Matières organiques,Sources des matières non résidentielles récupérées,,21.4407609
2018,Territoires,Autres matières,Toutes les sources des matières récupérées,,2.402076947
2018,Territoires,Autres matières,Sources des matières résidentielles récupérées,,2.402076947
2018,Territoires,Autres matières,Sources des matières non résidentielles récupérées,,0.0
2020,Canada,Toutes les matières,Sources des matières résidentielles récupérées,,
2020,Canada,Toutes les matières,Sources des matières non résidentielles récupérées,,
2020,Canada,Toutes les fibres cellulosiques,Toutes les sources des matières récupérées,,92.15848927
2020,Canada,Toutes les fibres cellulosiques,Sources des matières résidentielles récupérées,,40.72989815
2020,Canada,Toutes les fibres cellulosiques,Sources des matières non résidentielles récupérées,,51.42859112
2020,Canada,Verre,Toutes les sources des matières récupérées,,11.14434578
2020,Canada,Verre,Sources des matières résidentielles récupérées,,7.992703271
2020,Canada,Verre,Sources des matières non résidentielles récupérées,,3.151642509
2020,Canada,Métaux ferreux,Toutes les sources des matières récupérées,,19.00607375
2020,Canada,Métaux ferreux,Sources des matières résidentielles récupérées,,3.326925244
2020,Canada,Métaux ferreux,Sources des matières non résidentielles récupérées,,15.67914851
2020,Canada,Cuivre et aluminium,Toutes les sources des matières récupérées,,2.021908184
2020,Canada,Cuivre et aluminium,Sources des matières résidentielles récupérées,,1.216823164
2020,Canada,Cuivre et aluminium,Sources des matières non résidentielles récupérées,,0.80508502
2020,Canada,Métaux mélangés,Toutes les sources des matières récupérées,,3.487447604
2020,Canada,Métaux mélangés,Sources des matières résidentielles récupérées,,1.605618267
2020,Canada,Métaux mélangés,Sources des matières non résidentielles récupérées,,1.881855648
2020,Canada,Électroménagers,Toutes les sources des matières récupérées,,1.66071314
2020,Canada,Électroménagers,Sources des matières résidentielles récupérées,,1.100634549
2020,Canada,Électroménagers,Sources des matières non résidentielles récupérées,,0.560078591
2020,Canada,Matériel électronique,Toutes les sources des matières récupérées,,2.504159347
2020,Canada,Matériel électronique,Sources des matières résidentielles récupérées,,
2020,Canada,Matériel électronique,Sources des matières non résidentielles récupérées,,
2020,Canada,Matières plastiques,Toutes les sources des matières récupérées,,9.691409246
2020,Canada,Matières plastiques,Sources des matières résidentielles récupérées,,6.311283509
2020,Canada,Matières plastiques,Sources des matières non résidentielles récupérées,,3.380125737
2020,Canada,Récipients triangulaires et aseptiques,Toutes les sources des matières récupérées,,0.533188925
2020,Canada,Récipients triangulaires et aseptiques,Sources des matières résidentielles récupérées,,0.469727209
2020,Canada,Récipients triangulaires et aseptiques,Sources des matières non résidentielles récupérées,,0.063435406
2020,Canada,Textiles,Toutes les sources des matières récupérées,,1.640822154
2020,Canada,Textiles,Sources des matières résidentielles récupérées,,1.627061591
2020,Canada,Textiles,Sources des matières non résidentielles récupérées,,0.013760563
2020,Canada,Pneus,Toutes les sources des matières récupérées,,11.32594311
2020,Canada,Pneus,Sources des matières résidentielles récupérées,,
2020,Canada,Pneus,Sources des matières non résidentielles récupérées,,
2020,Canada,"data.Construction, renovation and demolition",Toutes les sources des matières récupérées,,19.74693404
2020,Canada,"data.Construction, renovation and demolition",Sources des matières résidentielles récupérées,,3.278671185
2020,Canada,"data.Construction, renovation and demolition",Sources des matières non résidentielles récupérées,,16.46826285
2020,Canada,Matières organiques,Toutes les sources des matières récupérées,,82.95209382
2020,Canada,Matières organiques,Sources des matières résidentielles récupérées,,66.08501144
2020,Canada,Matières organiques,Sources des matières non résidentielles récupérées,,16.86708238
2020,Canada,Autres matières,Toutes les sources des matières récupérées,,2.683309774
2020,Canada,Autres matières,Sources des matières résidentielles récupérées,,2.089053417
2020,Canada,Autres matières,Sources des matières non résidentielles récupérées,,0.594282668
2020,Terre-Neuve-et-Labrador,Toutes les matières,Toutes les sources des matières récupérées,10,90.69182655
2020,Terre-Neuve-et-Labrador,Toutes les matières,Sources des matières résidentielles récupérées,10,
2020,Terre-Neuve-et-Labrador,Toutes les matières,Sources des matières non résidentielles récupérées,10,
2020,Terre-Neuve-et-Labrador,Toutes les fibres cellulosiques,Toutes les sources des matières récupérées,10,53.39315136
2020,Terre-Neuve-et-Labrador,Toutes les fibres cellulosiques,Sources des matières résidentielles récupérées,10,27.59327066
2020,Terre-Neuve-et-Labrador,Toutes les fibres cellulosiques,Sources des matières non résidentielles récupérées,10,25.7998807
2020,Terre-Neuve-et-Labrador,Verre,Toutes les sources des matières récupérées,10,
2020,Terre-Neuve-et-Labrador,Verre,Sources des matières résidentielles récupérées,10,
2020,Terre-Neuve-et-Labrador,Verre,Sources des matières non résidentielles récupérées,10,
2020,Terre-Neuve-et-Labrador,Métaux ferreux,Toutes les sources des matières récupérées,10,0.809423065
2020,Terre-Neuve-et-Labrador,Métaux ferreux,Sources des matières résidentielles récupérées,10,
2020,Terre-Neuve-et-Labrador,Métaux ferreux,Sources des matières non résidentielles récupérées,10,
2020,Terre-Neuve-et-Labrador,Cuivre et aluminium,Toutes les sources des matières récupérées,10,0.517877317
2020,Terre-Neuve-et-Labrador,Cuivre et aluminium,Sources des matières résidentielles récupérées,10,
2020,Terre-Neuve-et-Labrador,Cuivre et aluminium,Sources des matières non résidentielles récupérées,10,
2020,Terre-Neuve-et-Labrador,Métaux mélangés,Toutes les sources des matières récupérées,10,
2020,Terre-Neuve-et-Labrador,Métaux mélangés,Sources des matières résidentielles récupérées,10,
2020,Terre-Neuve-et-Labrador,Métaux mélangés,Sources des matières non résidentielles récupérées,10,
2020,Terre-Neuve-et-Labrador,Électroménagers,Toutes les sources des matières récupérées,10,
2020,Terre-Neuve-et-Labrador,Électroménagers,Sources des matières résidentielles récupérées,10,
2020,Terre-Neuve-et-Labrador,Électroménagers,Sources des matières non résidentielles récupérées,10,
2020,Terre-Neuve-et-Labrador,Matériel électronique,Toutes les sources des matières récupérées,10,1.212216534
2020,Terre-Neuve-et-Labrador,Matériel électronique,Sources des matières résidentielles récupérées,10,
2020,Terre-Neuve-et-Labrador,Matériel électronique,Sources des matières non résidentielles récupérées,10,
2020,Terre-Neuve-et-Labrador,Matières plastiques,Toutes les sources des matières récupérées,10,2.460876287
2020,Terre-Neuve-et-Labrador,Matières plastiques,Sources des matières résidentielles récupérées,10,2.10987055
2020,Terre-Neuve-et-Labrador,Matières plastiques,Sources des matières non résidentielles récupérées,10,0.351005737
2020,Terre-Neuve-et-Labrador,Récipients triangulaires et aseptiques,Toutes les sources des matières récupérées,10,1.216052662
2020,Terre-Neuve-et-Labrador,Récipients triangulaires et aseptiques,Sources des matières résidentielles récupérées,10,1.064525596
2020,Terre-Neuve-et-Labrador,Récipients triangulaires et aseptiques,Sources des matières non résidentielles récupérées,10,0.153445131
2020,Terre-Neuve-et-Labrador,Textiles,Toutes les sources des matières récupérées,10,0.0
2020,Terre-Neuve-et-Labrador,Textiles,Sources des matières résidentielles récupérées,10,0.0
2020,Terre-Neuve-et-Labrador,Textiles,Sources des matières non résidentielles récupérées,10,0.0
2020,Terre-Neuve-et-Labrador,Pneus,Toutes les sources des matières récupérées,10,12.85678391
2020,Terre-Neuve-et-Labrador,Pneus,Sources des matières résidentielles récupérées,10,
2020,Terre-Neuve-et-Labrador,Pneus,Sources des matières non résidentielles récupérées,10,
2020,Terre-Neuve-et-Labrador,"data.Construction, renovation and demolition",Toutes les sources des matières récupérées,10,
2020,Terre-Neuve-et-Labrador,"data.Construction, renovation and demolition",Sources des matières résidentielles récupérées,10,
2020,Terre-Neuve-et-Labrador,"data.Construction, renovation and demolition",Sources des matières non résidentielles récupérées,10,
2020,Terre-Neuve-et-Labrador,Matières organiques,Toutes les sources des matières récupérées,10,1.755028685
2020,Terre-Neuve-et-Labrador,Matières organiques,Sources des matières résidentielles récupérées,10,
2020,Terre-Neuve-et-Labrador,Matières organiques,Sources des matières non résidentielles récupérées,10,
2020,Terre-Neuve-et-Labrador,Autres matières,Toutes les sources des matières récupérées,10,0.0
2020,Terre-Neuve-et-Labrador,Autres matières,Sources des matières résidentielles récupérées,10,0.0
2020,Terre-Neuve-et-Labrador,Autres matières,Sources des matières non résidentielles récupérées,10,0.0
2020,Île-du-Prince-Édouard,Toutes les matières,Toutes les sources des matières récupérées,11,357.9678249
2020,Île-du-Prince-Édouard,Toutes les matières,Sources des matières résidentielles récupérées,11,
2020,Île-du-Prince-Édouard,Toutes les matières,Sources des matières non résidentielles récupérées,11,
2020,Île-du-Prince-Édouard,Toutes les fibres cellulosiques,Toutes les sources des matières récupérées,11,85.28563901
2020,Île-du-Prince-Édouard,Toutes les fibres cellulosiques,Sources des matières résidentielles récupérées,11,32.41065063
2020,Île-du-Prince-Édouard,Toutes les fibres cellulosiques,Sources des matières non résidentielles récupérées,11,52.87498838
2020,Île-du-Prince-Édouard,Verre,Toutes les sources des matières récupérées,11,1.872229627
2020,Île-du-Prince-Édouard,Verre,Sources des matières résidentielles récupérées,11,0.712935123
2020,Île-du-Prince-Édouard,Verre,Sources des matières non résidentielles récupérées,11,1.159294504
2020,Île-du-Prince-Édouard,Métaux ferreux,Toutes les sources des matières récupérées,11,53.27795171
2020,Île-du-Prince-Édouard,Métaux ferreux,Sources des matières résidentielles récupérées,11,20.24735749
2020,Île-du-Prince-Édouard,Métaux ferreux,Sources des matières non résidentielles récupérées,11,33.03059422
2020,Île-du-Prince-Édouard,Cuivre et aluminium,Toutes les sources des matières récupérées,11,9.24955829
